,,0,1,2,3,4,5,6,7,8
"(0, 0, 0, 0, 0, 0, 0, 0, 0)",O,-1.1568784248207987e-13,-1.6714078600735492e-13,-6.760773094561282e-14,-1.1568784248207987e-13,-1.3270213951475868e-13,-1.6734852442954047e-13,-1.671407860073551e-13,-1.7711402810898049e-13,-6.760773094561284e-14
"(0, 0, 0, 0, 0, 1, 0, 0, 0)",X,-1.5484141885877244e-07,-1.5475975926484393e-07,-1.543389757204656e-11,-1.451225154021063e-11,3.3469704885908094e-12,-29.97806784750621,-1.548637493258348e-07,-1.5494383730236602e-07,-3.872790719276827e-10
"(0, 2, 0, 0, 0, 1, 0, 0, 0)",O,-1.8737988563784996e-07,-29.986859061194224,3.095195185369144e-06,-1.5458955757602708e-07,3.09411111339666e-06,-29.991467439730492,3.3262580655727006e-08,-4.573212263464837e-11,-1.5484602270649418e-07
"(1, 2, 0, 0, 0, 1, 0, 0, 0)",X,-0.019021047878245947,-29.991000352265655,-2.876254777289592e-05,6.191513142807349e-07,7.646453194981099e-10,-29.988684976133825,-4.3837225706721434e-05,-4.736145653223282e-05,-2.607207898842748e-05
"(1, 2, 0, 0, 0, 1, 2, 0, 0)",O,-0.09856546350639064,-29.97316653008945,5.561878709653372e-08,6.354976177227083e-05,0.0011835768832584004,-29.98812577368687,-29.998678957495848,-0.0020096958367870114,-0.00023425146986836036
"(1, 2, 1, 0, 0, 1, 2, 0, 0)",X,-0.07598230191035811,-0.05157773023712245,-0.08758485950094311,-0.024744572052794647,-0.024757693033736712,-29.981628691605355,-0.0823868435341632,-0.024737929321076813,5.744923730155368e-07
"(1, 2, 1, 0, 2, 1, 2, 0, 0)",O,0.012960191567334273,-0.009108947414735849,0.00728662303096328,-0.024815424109508266,-0.0920048889427923,0.005959439380870041,-0.008598299173286875,-7.4000325268953485e-06,0.49516538344179994
"(1, 2, 1, 0, 2, 1, 2, 1, 0)",X,-29.997314845146754,-0.08221863769023637,-29.975261984559587,-0.024751804471304307,-0.005346434727527827,-29.98587658430231,-29.984546854269375,-29.995382849718048,0.00014808043837706225
"(1, 2, 1, 0, 2, 1, 2, 1, 2)",O,-0.07991935176035439,-29.983101831247545,-0.06466037765374003,-0.002961608767541245,-29.997846694292424,-30.00069795092608,-29.997798601760543,-30.000265413999806,-29.972918322192573
"(1, 2, 1, 1, 2, 1, 2, 1, 2)",X,0.037085298134444056,-0.08458519852370612,-0.05958137528780334,0.059232175350824895,-0.0048836362211441,-0.03073103799716806,-0.053626493335826544,-0.015599915184036722,-0.054026244965680384
"(0, 0, 0, 1, 0, 0, 0, 0, 0)",X,1.3521546189122561e-12,-1.5479240625409338e-07,-1.5476556977937838e-07,-29.999263553401683,2.3137568496415976e-12,-1.0185791402146457e-07,-2.6983645125371405e-10,-1.5476683867345625e-07,-1.54708855371076e-07
"(0, 0, 0, 1, 0, 0, 2, 0, 0)",O,-1.5474447201896964e-07,6.517394458286767e-09,-5.308085580590344e-11,-0.08839072292325284,-5.3080855805903487e-11,-1.5471201699667796e-07,-29.977115549097068,-7.084561124367479e-11,-1.3609205330984347e-07
"(0, 0, 1, 1, 0, 0, 2, 0, 0)",X,-6.128658480003187e-05,-6.189446779856795e-05,-29.982467744106742,-0.08451553521148976,3.7624800588632374e-10,1.0616171161180698e-09,-0.08905569231868578,-1.5472371358204832e-07,9.255027398566386e-10
"(0, 0, 1, 1, 0, 0, 2, 2, 0)",O,-0.02478219417885453,-0.024754552519776846,-0.07512224861803173,-0.007771967048901304,-0.02478733635150607,-0.024764085198073077,-29.97092563484473,-29.988814758576943,3.0944741544284918e-06
