,,0,1,2,3,4,5,6,7,8
"(0, 0, 0, 0, 0, 0, 0, 0, 0)",O,-1.4821045979574266e-13,-1.748776248400283e-13,-1.7577978201436553e-13,-1.8304484237741806e-13,-1.455044078427573e-13,-1.8286227127759684e-13,-1.4821045066016433e-13,-1.7487762481936918e-13,-1.6308685958982277e-13
"(0, 0, 0, 0, 0, 0, 0, 0, 1)",X,-1.5468785600108947e-07,-1.546878801581264e-07,-1.5477091670292532e-07,-1.5486968908945993e-07,3.2505221168137463e-12,-1.549380404195979e-07,-1.5332390943339033e-07,-1.5474884501485815e-07,-9.972000793974717
"(0, 0, 0, 0, 0, 2, 0, 0, 1)",O,1.7749913462667685e-08,-1.301891711328441e-05,-8.327260410404786e-06,2.6628041544977045e-06,3.0987608083961548e-06,-9.932560259943838,2.7228433065151643e-06,8.327263668562559e-08,-0.07961087575135845
"(0, 0, 0, 1, 0, 2, 0, 0, 1)",X,-0.0004097509193772009,-0.001862763309697305,-5.503108514037796e-05,-9.940130005107562,-0.00018327996274613353,-0.008806141012764779,-0.0031327325869453084,-0.0008703038349911688,-9.989868010236812
"(0, 0, 2, 1, 0, 2, 0, 0, 1)",O,-0.016048017614671284,-0.007330714965157173,-10.003300979923816,-0.04020882694397139,-0.0051989334479242075,-9.930892148426048,0.0011181557229683922,-0.004091463244692148,-0.05251124026419825
"(1, 0, 2, 1, 0, 2, 0, 0, 1)",X,-0.07947157558468848,-0.008432024479476292,-9.986442838011465,-9.93171642040025,-0.004192192678240823,-9.988946851935445,-0.006633863242123529,-0.009618563298121753,-9.989989076714139
"(1, 2, 2, 1, 0, 2, 0, 0, 1)",O,0.055242396269189614,-0.06567493251124831,-0.09175708963724238,-9.929864940684231,0.4234479501495223,-0.02670140796529015,0.12318292024484825,0.04683217411812325,0.07470892516410563
"(1, 2, 2, 1, 0, 2, 0, 1, 1)",X,-0.09727885348647941,-9.942053927344489,-0.06591844125126159,-9.960895890275205,-0.07592569589808959,-0.09254390328418889,-0.011858682866884964,-0.07810278762400612,-9.943074509508676
"(1, 2, 2, 1, 0, 2, 2, 1, 1)",O,-0.049605633548097064,0.03883667773403804,0.09909264592592948,-0.07052053185759673,0.4951247621443615,0.04430665124312064,0.06343198766754751,-0.04902029954299561,0.02104711237707664
"(1, 2, 2, 1, 1, 2, 2, 1, 1)",X,0.03152251979359516,0.09116695302326103,0.06506753804855689,0.0620503767429883,0.09585266319476282,-0.0671019309546794,0.041880499735638205,-0.07597900320155347,0.002496520014503595
"(0, 0, 0, 0, 0, 1, 0, 0, 0)",X,1.2340708762985363e-13,-1.6287020132031986e-11,3.4987600558109123e-12,-1.4072672202394794e-07,3.657245425551937e-12,-0.06822947748346689,-1.5230982785194778e-07,-1.5472944495151693e-07,3.5425960028800203e-12
"(0, 0, 2, 0, 0, 1, 0, 0, 0)",O,-2.1858488437776613e-10,-5.7390838135468845e-09,-0.07093081253835141,-9.969885440091537e-08,-6.997520114435313e-11,-0.06705916721879751,-1.5188075868696485e-10,-7.14165705953443e-11,-7.314046257049083e-11
"(0, 0, 2, 0, 0, 1, 1, 0, 0)",X,1.874698567895411e-09,-0.0001253300111910276,-9.99192589723399,-0.0003322378133208354,-0.0006112016310257822,-0.0854337044438489,-0.05125407947174781,-0.0001837083244771099,-0.0009232199975288483
"(2, 0, 2, 0, 0, 1, 1, 0, 0)",O,-0.06948628452725014,-3.0462874949293375e-08,-9.988585891594582,-0.02431618747462827,-0.024092213340160377,-0.08128566701023882,-9.96347005155257,-0.02432755546854895,-0.02453036963932336
"(2, 0, 2, 0, 0, 1, 1, 1, 0)",X,-9.925200809441842,0.49380774232793834,-0.00886095771770476,-0.040256308133002995,-0.01564127591283366,0.08397737580946496,0.041960829717862275,0.08582875038924603,-0.04682717730764452
"(2, 2, 2, 0, 0, 1, 1, 1, 0)",O,-0.04747600910945254,0.05595432990577806,-0.03450448628605274,0.028150528183697843,-0.03388226081866663,-0.08875354707699896,0.09071841116033141,-0.024049821739056815,0.07038640601777954
