,,0,1,2,3,4,5,6,7,8
"(0, 0, 0, 0, 0, 0, 0, 0, 0)",O,-5.477292483995008e-06,-4.81760136143583e-06,-4.817601361435834e-06,-5.158446069190015e-06,-6.097892257431527e-06,-5.158446069190015e-06,-4.661659700085327e-06,-5.42680160240872e-06,-4.661659700085327e-06
"(0, 0, 1, 0, 0, 0, 0, 0, 0)",X,-0.0024646173094726815,-0.0025004619996151834,-0.06285943018678959,-0.0024846971050495655,1.3764575318388093e-05,-0.0024649437226256206,-0.0024999574287253978,-0.002464944534953655,-0.0024612881489275706
"(0, 0, 1, 0, 0, 0, 2, 0, 0)",O,0.007147511454358107,-3.16830817856546e-05,-19.95920465559019,-4.241037622635924e-05,-4.127939114596204e-05,-0.0018511945977795334,-0.017781701452680848,-3.9407890963852064e-05,0.006979126242901166
"(0, 0, 1, 0, 0, 0, 2, 1, 0)",X,0.00011245141359898206,-0.0018735926960483605,-19.989617389415205,0.00010098959877408574,8.753966050233656e-05,-0.00021930154751636428,-0.04499489076655836,-19.972096345099185,-0.01827993851971903
"(0, 0, 1, 0, 0, 2, 2, 1, 0)",O,0.00018807877779439478,-0.007114003502469822,-0.07268113016829834,-0.000436366957886292,-0.0005045276588903345,-19.96010400937529,-0.08512346197054255,-0.09610952387354206,-0.01967710156388285
"(1, 0, 1, 0, 0, 2, 2, 1, 0)",X,-19.995845935555266,0.0011082172959655653,-19.972345509955776,-0.11425359748323852,-0.15633731426909692,-20.009180708809524,-19.957599725430338,-0.06860218565362974,-0.16016815474971777
"(1, 0, 1, 0, 2, 2, 2, 1, 0)",O,0.028262740044654427,0.4672048098044498,-0.011486624308004137,-0.0045980995919254405,-19.960105779910396,-0.08993573578218901,-0.04838141772666418,0.05678315506606363,-0.16894764574903331
"(1, 1, 1, 0, 2, 2, 2, 1, 0)",X,-0.08566245523122491,0.09369914322644421,-0.05139386510465427,-0.014552793927103486,-0.06735798559616675,-0.06502944470189838,0.01836599510462114,0.029177906236023288,-0.0357670872150532
"(0, 0, 0, 1, 0, 0, 0, 0, 0)",X,1.331902770990945e-05,-0.0024498654580214886,-0.0024489071219664397,-19.986053104160426,1.4738417340542899e-05,1.3234082901034083e-05,1.4447999928156591e-05,-0.002450213679622144,-0.002454404593584915
"(0, 2, 0, 1, 0, 0, 0, 0, 0)",O,0.006999615597640891,-19.97200424703985,-4.4307994325760266e-05,-19.986336892144735,0.0069220550028582595,-0.002470045376446135,-0.0024490632095319396,-6.001967038017426e-05,-5.334841675887554e-05
"(0, 2, 0, 1, 0, 0, 0, 0, 1)",X,-0.0019196478009161984,-0.0730523592062393,-0.018914933277460636,-19.95954367328162,0.00015242404147120125,-0.015047376201806479,-0.017872140543760937,-0.01601121942460674,-19.964196310268804
"(2, 2, 0, 1, 0, 0, 0, 0, 1)",O,-19.96330819871032,-20.00120842178876,0.0064019069844732405,-0.03181702584833368,-0.16268092572429224,-0.140861414860812,-0.15941437964159458,-0.16135370601661067,-0.08878640078652336
"(2, 2, 1, 1, 0, 0, 0, 0, 1)",X,-19.982276641323814,-19.971494612976738,-19.98195536711336,-0.03654536582077246,-0.15283387540750837,-0.019329548831796523,-0.07254895008965545,-0.160672934938036,-0.07592809415239204
"(2, 2, 1, 1, 2, 0, 0, 0, 1)",O,-0.09876744915779428,-4.0703711732703596e-05,-0.018450306630720198,-0.09814690572188015,0.009426737334515128,0.46700393616509744,-0.16394071808146402,0.05675563511200542,-0.0932626429914857
"(2, 2, 1, 1, 2, 0, 0, 1, 1)",X,-19.983102565480085,-20.011850042172615,-20.01692940871915,-19.995842898132793,-19.99827455640829,-0.16299704612476745,-0.16467219825743024,-20.038728442801837,-20.005779696494105
"(2, 2, 1, 1, 2, 0, 2, 1, 1)",O,-0.07173942803995544,0.016306828154630026,0.0707380862948821,-0.0012064280681210182,0.03857757879300419,0.4704930312992198,-0.043324119560464384,0.09358054878662955,-0.031414556044371864
"(2, 2, 1, 1, 2, 1, 2, 1, 1)",X,-0.0547687319946137,-0.0552508832976093,0.01896880375351248,-0.05647841968995531,-0.03998257415635292,0.025964889532729046,-0.08825365243859216,0.08430562485937193,-0.02274867591225674
"(0, 0, 0, 0, 0, 0, 0, 0, 1)",X,-0.002460966622375843,-0.002459481928813046,-0.0024448256670488162,-0.00245418114748823,1.3319027714529508e-05,-0.0024595500828229738,-0.002442694272780079,-0.00245290314575218,-0.031398074469122864
"(0, 0, 0, 0, 0, 0, 0, 2, 1)",O,-1.85541032914353e-05,-1.7457834832810157e-05,0.006937518684159011,-3.9729447522570974e-05,0.007008854855494939,0.006976187778898751,-3.805436489863863e-05,-0.010652938954642227,-0.09833181522136841
