,,0,1,2,3,4,5,6,7,8
"(0, 0, 0, 0, 0, 0, 0, 0, 0)",O,-7.872013540191946e-06,-7.981371666879068e-06,-6.071805243274021e-06,-6.79743621206526e-06,-5.58347238587987e-06,-7.872013540191946e-06,-4.671118951389028e-06,-6.993967532594883e-06,-6.779627518375639e-06
"(0, 1, 0, 0, 0, 0, 0, 0, 0)",X,-0.0001005247509268976,-0.02297802991850821,-0.0005738199657163056,-0.002449172070405925,2.2694176975774106e-05,-0.0006167314713453478,-0.00023172092922425335,-0.0005004746463743008,-0.0002010240887393198
"(0, 1, 0, 2, 0, 0, 0, 0, 0)",O,0.005972859029026067,-0.029148615443591402,0.006271603938250129,-0.034932770846226216,0.006997633493481373,-0.004389165836961331,-0.0020500214560629066,-0.0022871853590267425,-0.005171830274843053
"(0, 1, 0, 2, 0, 0, 0, 1, 0)",X,-0.11331372742038966,-9.948798590523952,-0.0964698026556852,-0.03435788779162573,0.00691046602722882,-0.11118876643494757,-0.10460903846794498,-0.023143858673377454,-0.02756316840141755
"(0, 1, 0, 2, 0, 2, 0, 1, 0)",O,0.03359172383204602,-0.055581455671149964,-0.07273297398440291,-0.03149337926933403,0.42180196845657514,-0.07417561408022183,-0.041496310514634246,-0.05653486652243627,0.03371118759228994
"(0, 1, 0, 2, 0, 2, 0, 1, 1)",X,0.07539902169297927,-0.04007049838122648,-0.08979959314988062,-0.08552489351179825,0.3790269304076831,0.022744096179095938,-0.032748447680893425,-0.04651770694844844,-0.028773059053139344
"(2, 1, 0, 2, 0, 2, 0, 1, 1)",O,-0.0582520895452779,-0.010975444469422072,0.035916084812066734,0.020091139799677027,-0.07213473386355584,-0.00588327107709867,0.20327763771335616,-0.051539313022238825,0.03939641306626235
"(2, 1, 0, 2, 0, 2, 1, 1, 1)",X,0.07841875955511488,0.09641654056915008,-0.07815279708622083,-0.026527786690690114,0.06727185609974326,-0.016051174555229336,-0.08225454413086448,-0.04603828023995778,-0.058915327703054965
"(0, 0, 0, 1, 0, 0, 0, 0, 0)",X,-1.6232920655546555e-07,-0.002081985601052474,1.6337931749403147e-05,-0.06143557765621697,-0.00019254959303818004,1.9421246320186456e-05,1.9171143014150954e-05,-0.0009464770078292744,-0.0023603456866078394
"(2, 0, 0, 1, 0, 0, 0, 0, 0)",O,-0.019080957047060296,-0.002730433775875803,-4.956575707513566e-05,-9.93895928028254,-2.7734029806779687e-05,-0.002311326418870918,-0.0034544805127295877,-0.0012316841895895323,-0.0015605600351636599
"(2, 0, 0, 1, 0, 0, 0, 1, 0)",X,-0.09561698867721297,0.00015995269725084212,-0.007212442333394441,-9.981067810838503,0.00016312460717757783,-0.023139258607300768,-0.003254649460619286,-0.0568294721601788,-0.01340718886224757
"(2, 2, 0, 1, 0, 0, 0, 1, 0)",O,-9.984645283919521,-0.013676964124999191,-0.000437609284270124,-9.95939801704569,-0.08511854728541049,-0.0780231987709672,-0.07265525433364506,-9.929644360546536,-0.07803344926909238
"(2, 2, 0, 1, 1, 0, 0, 1, 0)",X,0.05395686430849744,-0.04772310346478508,0.46405337564798266,-9.953751168425473,0.05622797242070465,0.05538073842815738,-0.008457116501538665,-0.07746389476010085,-0.06481872721641144
"(2, 2, 0, 1, 1, 2, 0, 1, 0)",O,-9.961998912839304,-10.024597882820816,-0.00367975504892378,-10.01452993801308,-9.958230229643629,-9.92810344674506,-0.1326243613266162,-9.975191644715673,-0.12351032409140578
"(2, 2, 0, 1, 1, 2, 1, 1, 0)",X,0.02013909744073579,-9.935594683513399,0.4615003946583468,0.011326992254730078,0.016492579698141913,-0.09301139232750502,-0.007661583378485187,-0.04511208160755802,-0.05584608311033241
"(2, 2, 0, 1, 1, 2, 1, 1, 2)",O,-9.937358878127936,-0.026163557075941535,0.45926083908045445,-0.014406929334904575,-0.03776320657936743,-0.055382613084005744,0.00911281652027393,0.00440974989357161,-0.008900538344267558
"(2, 2, 1, 1, 1, 2, 1, 1, 2)",X,0.0447094021101396,0.031938834670445476,0.059144921886677554,-0.0655585388764772,-0.07033534962321625,0.07454604960632769,-0.0026914147272888433,0.01495149027938851,-0.07415677158554189
"(0, 0, 1, 0, 0, 0, 0, 0, 0)",X,-0.002443922253639821,-0.0008125657348525139,-0.04352669469500495,-0.0023611878676232517,1.7348014980782908e-05,-0.0024830889953870415,-0.002440299789027149,-0.002466367420759835,-0.0024448977254987125
"(2, 0, 1, 0, 0, 0, 0, 0, 0)",O,-0.09587543311804668,-0.011159044328752345,-9.982047689642293,-2.9259557355496458e-05,-0.008715713165224548,0.006982639440941485,-0.005434503605529412,-0.018257789500421125,-0.006556713849506495
"(2, 0, 1, 1, 0, 0, 0, 0, 0)",X,-0.07986512772143149,-0.019831590379780804,-0.05461434836816777,-9.988782185515861,0.00014161644882041476,-0.00426906146716956,-0.00904290823824978,-0.0028755387312725165,-0.0026406534056208097
"(2, 0, 1, 1, 0, 0, 0, 0, 2)",O,-9.970324136768458,-0.000627571809107383,-0.06134443048545422,-9.988120119197912,-0.08399481540927178,-0.00038603592266873293,0.004746966716111047,-0.015704420405859378,-9.95942001027904
"(2, 0, 1, 1, 0, 0, 1, 0, 2)",X,-10.042768936590997,-0.12108701819306923,-10.053132601120646,-10.021774049110128,0.4678879446201333,-0.13456981252420264,-10.056628782177832,-0.10841374840621301,-10.027825170737835
"(2, 0, 1, 1, 0, 2, 1, 0, 2)",O,-0.008457205452221436,0.011893731597540182,-9.928263125556223,-9.960195447494849,0.4740657194984568,-0.04215122988012779,0.02494770820935628,-0.058289345272782615,-0.050230412739283775
"(2, 1, 1, 1, 0, 2, 1, 0, 2)",X,-9.945781501840465,-0.09771962279385378,-10.011182156667484,-10.028869936444131,-0.0795428763592321,-10.026730645045408,-9.990351743036705,-0.09383310394392283,-9.97500481571153
"(2, 1, 1, 1, 0, 2, 1, 2, 2)",O,0.004729057780354262,-9.963511274636828,-0.06465852290438523,-0.018524948829900148,0.44802538433688766,-0.07228744869149173,-0.04023476705280837,0.002091591236338425,-0.09199152257506392
"(2, 1, 1, 1, 1, 2, 1, 2, 2)",X,0.04593048936802352,0.08798784023742542,-0.07605139321161405,-0.0751347626683824,0.06411493372682942,-0.06479772047381435,0.09154206568458001,0.028677345372517177,-0.0265918966325102
"(2, 0, 1, 1, 0, 2, 0, 0, 0)",O,-9.946506481355314,-0.05237929972955225,-0.022266453847541515,-9.937536676472451,-0.08134431320534939,-9.984185022903182,0.0026859551791256313,-0.08318328659082744,-0.0021094311219569672
"(2, 0, 1, 1, 0, 2, 1, 0, 0)",X,-0.053625999209021474,-0.0861637425066306,-9.959574624885668,-0.09958579825286865,0.0011560526434507528,-9.939918734853187,-0.09929158368539477,-0.13524500089974079,-0.1536972252531303
"(2, 0, 1, 1, 0, 2, 1, 2, 0)",O,-0.043637781718172876,0.0006823531494892653,-0.09521429913708446,-0.04941097659139833,0.4598133393820555,-0.017373871047276057,-0.022505910919728644,-0.09988804948085857,-0.05976871402359379
"(2, 1, 1, 1, 0, 2, 1, 2, 0)",X,-9.952981706438344,-9.99560709553155,-9.991577740141459,-9.932815762598176,0.00806185324704413,-9.955873890172963,-9.931742258991294,-10.00256752718548,-0.11049290388758698
