,won,lost,draw
0,360,555,85
1,353,547,100
2,352,545,103
3,413,484,103
4,429,452,119
5,500,391,109
6,488,382,130
7,490,400,110
8,493,414,93
9,523,358,119
10,537,340,123
11,505,358,137
12,553,323,124
13,527,331,142
14,568,297,135
15,533,319,148
16,566,293,141
17,601,264,135
18,584,262,154
19,576,288,136
20,598,254,148
21,598,266,136
22,603,303,94
23,608,278,114
24,637,234,129
25,606,276,118
26,662,239,99
27,687,213,100
28,637,240,123
29,649,226,125
30,696,236,68
31,686,210,104
32,710,200,90
33,718,182,100
34,687,215,98
35,726,192,82
36,733,172,95
37,660,245,95
38,728,185,87
39,689,185,126
40,721,165,114
41,744,152,104
42,767,127,106
43,733,153,114
44,725,165,110
45,685,157,158
46,671,180,149
47,674,174,152
48,719,140,141
49,712,159,129
50,673,180,147
51,675,146,179
52,646,167,187
53,668,175,157
54,665,160,175
55,660,173,167
56,685,157,158
57,656,158,186
58,679,168,153
59,685,140,175
60,705,139,156
61,700,126,174
62,681,126,193
63,716,115,169
64,686,128,186
65,718,95,187
66,700,121,179
67,765,72,163
68,746,87,167
69,684,112,204
70,715,87,198
71,745,100,155
72,755,74,171
73,788,80,132
74,767,83,150
75,758,88,154
76,777,76,147
77,765,88,147
78,781,91,128
79,757,91,152
80,794,79,127
81,784,81,135
82,766,93,141
83,752,66,182
84,751,85,164
85,769,82,149
86,730,78,192
87,762,81,157
88,806,83,111
89,802,70,128
90,743,86,171
91,723,106,171
92,742,92,166
93,709,121,170
94,745,84,171
95,727,101,172
96,792,95,113
97,764,87,149
98,759,84,157
99,785,61,154
