,won,lost,draw
0,615,212,173
1,665,213,122
2,603,279,118
3,677,199,124
4,746,192,62
5,795,125,80
6,810,114,76
7,808,104,88
8,674,260,66
9,815,136,49
10,938,44,18
11,704,137,159
12,855,88,57
13,826,105,69
14,856,60,84
15,874,73,53
16,894,72,34
17,907,44,49
18,952,37,11
19,947,22,31
20,950,28,22
21,947,29,24
22,924,62,14
23,944,40,16
24,927,28,45
25,990,5,5
26,983,5,12
27,946,32,22
28,940,25,35
29,860,108,32
30,965,23,12
31,876,52,72
32,964,13,23
33,985,7,8
34,958,8,34
35,970,24,6
36,938,40,22
37,906,65,29
38,876,40,84
39,828,47,125
40,854,38,108
41,976,14,10
42,909,18,73
43,888,41,71
44,983,1,16
45,867,22,111
46,870,53,77
47,978,9,13
48,973,6,21
49,974,12,14
50,951,9,40
51,952,14,34
52,969,11,20
53,978,2,20
54,985,0,15
55,980,0,20
56,992,0,8
57,968,0,32
58,968,0,32
59,986,0,14
60,985,2,13
61,974,0,26
62,981,0,19
63,977,0,23
64,987,0,13
65,982,0,18
66,976,2,22
67,980,3,17
68,981,2,17
69,982,5,13
70,988,1,11
71,996,0,4
72,990,0,10
73,990,0,10
74,982,0,18
75,995,0,5
76,994,0,6
77,995,0,5
78,989,0,11
79,994,0,6
80,987,0,13
81,989,0,11
82,985,0,15
83,990,0,10
84,978,0,22
85,982,0,18
86,987,0,13
87,983,0,17
88,989,0,11
89,985,0,15
90,991,0,9
91,989,0,11
92,993,0,7
93,989,0,11
94,991,0,9
95,990,0,10
96,991,0,9
97,988,0,12
98,990,0,10
99,983,0,17
