,won,lost,draw
0,508,334,158
1,733,143,124
2,910,59,31
3,921,44,35
4,914,40,46
5,927,48,25
6,956,26,18
7,947,48,5
8,975,8,17
9,954,33,13
10,947,33,20
11,980,2,18
12,925,38,37
13,982,7,11
14,970,20,10
15,961,22,17
16,977,5,18
17,989,0,11
18,905,43,52
19,974,5,21
20,982,0,18
21,972,16,12
22,990,0,10
23,986,0,14
24,931,24,45
25,980,8,12
26,980,4,16
27,988,0,12
28,981,0,19
29,986,0,14
30,988,0,12
31,996,0,4
32,850,49,101
33,995,0,5
34,990,0,10
35,991,0,9
36,981,0,19
37,979,0,21
38,991,0,9
39,979,0,21
40,981,0,19
41,915,17,68
42,990,0,10
43,977,0,23
44,993,0,7
45,991,0,9
46,988,0,12
47,990,0,10
48,991,0,9
49,992,0,8
50,993,0,7
51,989,0,11
52,990,0,10
53,988,0,12
54,985,0,15
55,991,0,9
56,991,0,9
57,987,0,13
58,989,0,11
59,988,0,12
60,993,0,7
61,992,0,8
62,987,0,13
63,992,0,8
64,989,0,11
65,990,0,10
66,987,0,13
67,989,0,11
68,989,0,11
69,988,0,12
70,992,0,8
71,983,0,17
72,987,0,13
73,993,0,7
74,994,0,6
75,986,0,14
76,991,0,9
77,989,0,11
78,990,0,10
79,992,0,8
80,992,0,8
81,991,0,9
82,993,0,7
83,988,0,12
84,995,0,5
85,990,0,10
86,985,0,15
87,992,0,8
88,985,0,15
89,986,0,14
90,989,0,11
91,987,0,13
92,989,0,11
93,986,0,14
94,991,0,9
95,986,0,14
96,991,0,9
97,990,0,10
98,991,0,9
99,988,0,12
