,won,lost,draw
0,603,272,125
1,813,123,64
2,804,112,84
3,774,106,120
4,715,220,65
5,626,255,119
6,702,190,108
7,812,128,60
8,924,50,26
9,768,162,70
10,909,47,44
11,936,49,15
12,911,52,37
13,795,149,56
14,803,95,102
15,793,114,93
16,806,90,104
17,958,26,16
18,937,30,33
19,937,48,15
20,939,46,15
21,932,36,32
22,925,43,32
23,981,3,16
24,960,14,26
25,916,29,55
26,967,2,31
27,963,3,34
28,971,3,26
29,976,8,16
30,952,5,43
31,942,5,53
32,976,3,21
33,985,3,12
34,972,3,25
35,980,0,20
36,980,0,20
37,963,6,31
38,992,1,7
39,984,0,16
40,989,0,11
41,978,3,19
42,982,5,13
43,993,1,6
44,985,3,12
45,984,1,15
46,987,0,13
47,989,0,11
48,987,0,13
49,987,0,13
50,987,0,13
51,977,0,23
52,985,0,15
53,983,0,17
54,990,0,10
55,989,0,11
56,985,0,15
57,947,7,46
58,993,0,7
59,990,0,10
60,985,0,15
61,990,0,10
62,987,0,13
63,989,0,11
64,990,0,10
65,993,0,7
66,989,0,11
67,987,0,13
68,993,0,7
69,987,0,13
70,990,0,10
71,986,0,14
72,979,0,21
73,992,0,8
74,984,0,16
75,947,0,53
76,988,0,12
77,966,0,34
78,995,0,5
79,989,0,11
80,951,0,49
81,984,0,16
82,959,0,41
83,937,0,63
84,970,0,30
85,990,0,10
86,991,0,9
87,985,0,15
88,989,0,11
89,996,0,4
90,990,0,10
91,993,0,7
92,943,0,57
93,955,0,45
94,960,0,40
95,948,0,52
96,992,0,8
97,994,0,6
98,985,0,15
99,991,0,9
