,won,lost,draw
0,641,205,154
1,785,136,79
2,757,183,60
3,900,43,57
4,925,34,41
5,914,57,29
6,913,41,46
7,875,80,45
8,937,42,21
9,955,32,13
10,951,30,19
11,958,11,31
12,931,46,23
13,965,3,32
14,968,4,28
15,986,0,14
16,963,0,37
17,969,0,31
18,944,21,35
19,964,11,25
20,975,0,25
21,967,0,33
22,981,4,15
23,987,0,13
24,992,0,8
25,976,0,24
26,968,2,30
27,956,0,44
28,971,6,23
29,990,0,10
30,998,0,2
31,996,0,4
32,988,1,11
33,996,0,4
34,983,1,16
35,985,0,15
36,995,0,5
37,997,0,3
38,994,0,6
39,993,0,7
40,995,0,5
41,999,0,1
42,987,0,13
43,992,0,8
44,995,0,5
45,983,0,17
46,988,0,12
47,991,0,9
48,984,0,16
49,988,0,12
50,985,0,15
51,986,0,14
52,986,0,14
53,984,0,16
54,987,0,13
55,984,0,16
56,995,0,5
57,978,0,22
58,989,0,11
59,987,0,13
60,984,0,16
61,987,0,13
62,984,0,16
63,987,0,13
64,989,0,11
65,989,0,11
66,994,0,6
67,991,0,9
68,991,0,9
69,994,0,6
70,985,0,15
71,990,0,10
72,993,0,7
73,992,0,8
74,990,0,10
75,995,0,5
76,991,0,9
77,988,0,12
78,991,0,9
79,985,0,15
80,988,0,12
81,995,0,5
82,989,0,11
83,990,0,10
84,993,0,7
85,988,0,12
86,984,0,16
87,990,0,10
88,984,0,16
89,990,0,10
90,992,0,8
91,990,0,10
92,994,0,6
93,989,0,11
94,987,0,13
95,994,0,6
96,995,0,5
97,988,0,12
98,992,0,8
99,990,0,10
