,won,lost,draw
0,306,575,119
1,396,468,136
2,424,463,113
3,440,442,118
4,463,402,135
5,491,377,132
6,456,420,124
7,462,424,114
8,464,395,141
9,446,431,123
10,497,419,84
11,540,351,109
12,528,352,120
13,532,309,159
14,562,300,138
15,520,305,175
16,538,314,148
17,550,299,151
18,529,348,123
19,570,267,163
20,617,274,109
21,629,242,129
22,620,233,147
23,623,251,126
24,637,229,134
25,630,202,168
26,632,214,154
27,633,247,120
28,667,204,129
29,620,228,152
30,662,200,138
31,682,190,128
32,677,215,108
33,704,191,105
34,661,209,130
35,687,179,134
36,745,132,123
37,701,168,131
38,729,141,130
39,747,136,117
40,697,148,155
41,733,130,137
42,707,145,148
43,702,154,144
44,717,135,148
45,743,107,150
46,721,125,154
47,738,121,141
48,763,102,135
49,753,88,159
50,761,91,148
51,723,89,188
52,723,99,178
53,735,89,176
54,736,95,169
55,713,88,199
56,730,79,191
57,744,94,162
58,755,74,171
59,741,84,175
60,745,95,160
61,788,94,118
62,774,90,136
63,739,101,160
64,770,57,173
65,766,72,162
66,782,70,148
67,763,83,154
68,778,88,134
69,766,69,165
70,804,56,140
71,786,66,148
72,787,41,172
73,803,36,161
74,806,39,155
75,791,42,167
76,804,38,158
77,793,40,167
78,828,23,149
79,789,37,174
80,802,45,153
81,761,58,181
82,750,88,162
83,736,92,172
84,756,104,140
85,745,71,184
86,763,79,158
87,717,91,192
88,760,96,144
89,783,79,138
90,807,65,128
91,789,68,143
92,786,89,125
93,798,76,126
94,788,59,153
95,809,57,134
96,813,60,127
97,798,61,141
98,828,49,123
99,818,45,137
