,won,lost,draw
0,741,196,63
1,728,166,106
2,752,186,62
3,738,199,63
4,864,86,50
5,656,263,81
6,759,122,119
7,567,285,148
8,856,120,24
9,774,201,25
10,748,133,119
11,873,63,64
12,779,157,64
13,883,69,48
14,887,78,35
15,852,64,84
16,883,88,29
17,886,97,17
18,944,37,19
19,933,41,26
20,959,31,10
21,962,13,25
22,943,33,24
23,812,112,76
24,975,16,9
25,953,17,30
26,951,25,24
27,938,47,15
28,934,19,47
29,895,48,57
30,851,73,76
31,925,34,41
32,879,65,56
33,929,25,46
34,970,11,19
35,952,13,35
36,926,44,30
37,900,13,87
38,909,31,60
39,953,33,14
40,969,26,5
41,965,21,14
42,955,21,24
43,963,19,18
44,975,13,12
45,975,5,20
46,923,23,54
47,967,23,10
48,970,16,14
49,994,0,6
50,984,0,16
51,979,4,17
52,975,2,23
53,979,6,15
54,987,0,13
55,988,5,7
56,977,12,11
57,986,6,8
58,988,0,12
59,964,14,22
60,996,0,4
61,993,0,7
62,993,0,7
63,976,10,14
64,991,0,9
65,986,0,14
66,985,0,15
67,992,0,8
68,992,0,8
69,985,0,15
70,992,0,8
71,990,0,10
72,989,0,11
73,995,0,5
74,935,16,49
75,939,5,56
76,921,11,68
77,938,15,47
78,913,24,63
79,914,17,69
80,959,1,40
81,947,19,34
82,958,11,31
83,950,15,35
84,957,7,36
85,963,6,31
86,960,7,33
87,987,0,13
88,993,0,7
89,992,0,8
90,989,0,11
91,987,0,13
92,981,0,19
93,993,0,7
94,995,0,5
95,990,0,10
96,990,0,10
97,989,0,11
98,995,0,5
99,983,0,17
