,won,lost,draw
0,343,539,118
1,477,427,96
2,462,365,173
3,547,368,85
4,584,254,162
5,606,264,130
6,635,236,129
7,609,255,136
8,629,209,162
9,647,191,162
10,697,143,160
11,707,123,170
12,731,102,167
13,777,93,130
14,783,91,126
15,780,79,141
16,790,83,127
17,857,46,97
18,856,34,110
19,840,59,101
20,851,61,88
21,806,54,140
22,875,21,104
23,842,23,135
24,830,32,138
25,866,22,112
26,859,18,123
27,869,17,114
28,875,15,110
29,849,18,133
30,866,26,108
31,852,20,128
32,839,32,129
33,857,14,129
34,862,19,119
35,833,18,149
36,828,19,153
37,831,16,153
38,844,8,148
39,845,18,137
40,844,12,144
41,866,7,127
42,876,2,122
43,885,4,111
44,897,4,99
45,892,5,103
46,881,6,113
47,913,6,81
48,891,7,102
49,898,1,101
50,892,3,105
51,874,3,123
52,883,5,112
53,871,3,126
54,886,8,106
55,879,8,113
56,871,5,124
57,880,5,115
58,887,7,106
59,899,4,97
60,892,0,108
61,882,0,118
62,875,0,125
63,871,0,129
64,890,1,109
65,877,0,123
66,887,0,113
67,883,0,117
68,892,0,108
69,875,0,125
70,880,0,120
71,883,0,117
72,855,0,145
73,852,0,148
74,870,0,130
75,876,0,124
76,874,0,126
77,860,0,140
78,870,0,130
79,866,0,134
80,874,0,126
81,874,0,126
82,874,0,126
83,863,0,137
84,885,0,115
85,877,0,123
86,878,0,122
87,855,0,145
88,879,0,121
89,887,0,113
90,888,0,112
91,869,0,131
92,880,0,120
93,875,0,125
94,874,0,126
95,877,0,123
96,890,0,110
97,887,0,113
98,875,0,125
99,888,0,112
