,won,lost,draw
0,385,538,77
1,432,466,102
2,513,397,90
3,470,435,95
4,574,342,84
5,473,415,112
6,553,347,100
7,653,203,144
8,577,245,178
9,603,260,137
10,610,191,199
11,603,199,198
12,631,158,211
13,653,206,141
14,605,212,183
15,623,181,196
16,706,148,146
17,714,129,157
18,827,79,94
19,812,72,116
20,768,95,137
21,796,74,130
22,791,71,138
23,819,40,141
24,799,44,157
25,891,11,98
26,882,5,113
27,864,12,124
28,894,10,96
29,838,29,133
30,865,21,114
31,879,10,111
32,889,6,105
33,876,6,118
34,885,13,102
35,885,7,108
36,860,3,137
37,874,6,120
38,882,4,114
39,877,1,122
40,879,1,120
41,863,6,131
42,869,6,125
43,850,9,141
44,868,5,127
45,881,5,114
46,857,12,131
47,865,6,129
48,884,6,110
49,882,9,109
50,865,9,126
51,868,3,129
52,854,0,146
53,867,2,131
54,898,0,102
55,884,0,116
56,883,0,117
57,846,7,147
58,830,5,165
59,856,5,139
60,883,1,116
61,906,0,94
62,904,0,96
63,902,0,98
64,907,0,93
65,904,0,96
66,911,0,89
67,925,0,75
68,918,0,82
69,914,0,86
70,892,0,108
71,896,1,103
72,904,0,96
73,893,2,105
74,897,5,98
75,886,2,112
76,935,0,65
77,902,0,98
78,911,0,89
79,919,0,81
80,936,0,64
81,907,0,93
82,912,0,88
83,917,0,83
84,921,0,79
85,913,0,87
86,888,0,112
87,918,0,82
88,913,0,87
89,911,0,89
90,917,0,83
91,910,0,90
92,901,0,99
93,907,0,93
94,902,0,98
95,904,0,96
96,903,0,97
97,914,0,86
98,888,0,112
99,868,1,131
