,won,lost,draw
0,633,247,120
1,742,155,103
2,942,26,32
3,945,35,20
4,788,158,54
5,808,113,79
6,895,63,42
7,812,110,78
8,885,72,43
9,854,111,35
10,936,43,21
11,906,52,42
12,910,27,63
13,924,37,39
14,876,68,56
15,874,65,61
16,980,0,20
17,875,81,44
18,974,2,24
19,996,0,4
20,994,3,3
21,983,4,13
22,979,0,21
23,984,0,16
24,988,0,12
25,987,0,13
26,990,0,10
27,992,0,8
28,991,0,9
29,986,0,14
30,989,0,11
31,993,0,7
32,981,0,19
33,992,0,8
34,973,8,19
35,990,0,10
36,992,0,8
37,986,0,14
38,980,0,20
39,989,0,11
40,987,0,13
41,990,0,10
42,984,0,16
43,994,0,6
44,988,0,12
45,990,0,10
46,992,0,8
47,991,0,9
48,994,0,6
49,990,0,10
50,985,0,15
51,989,0,11
52,990,0,10
53,988,0,12
54,987,0,13
55,990,0,10
56,983,0,17
57,992,0,8
58,993,0,7
59,993,0,7
60,994,0,6
61,993,0,7
62,995,0,5
63,996,0,4
64,988,0,12
65,987,0,13
66,990,0,10
67,988,0,12
68,993,0,7
69,988,0,12
70,985,0,15
71,990,0,10
72,990,0,10
73,992,0,8
74,989,0,11
75,990,0,10
76,993,0,7
77,989,0,11
78,992,0,8
79,984,0,16
80,991,0,9
81,987,0,13
82,993,0,7
83,987,0,13
84,994,0,6
85,987,0,13
86,992,0,8
87,992,0,8
88,993,0,7
89,990,0,10
90,992,0,8
91,994,0,6
92,991,0,9
93,991,0,9
94,991,0,9
95,991,0,9
96,989,0,11
97,992,0,8
98,990,0,10
99,990,0,10
