,won,lost,draw
0,709,160,131
1,829,109,62
2,781,126,93
3,888,57,55
4,891,57,52
5,909,52,39
6,923,46,31
7,910,73,17
8,953,27,20
9,954,40,6
10,984,11,5
11,981,11,8
12,974,13,13
13,935,38,27
14,941,32,27
15,954,30,16
16,960,24,16
17,974,15,11
18,964,0,36
19,964,15,21
20,964,14,22
21,960,14,26
22,933,19,48
23,936,21,43
24,952,15,33
25,967,13,20
26,953,12,35
27,958,6,36
28,976,10,14
29,944,22,34
30,979,6,15
31,974,2,24
32,957,6,37
33,964,9,27
34,971,9,20
35,976,10,14
36,954,5,41
37,991,0,9
38,994,0,6
39,990,0,10
40,970,7,23
41,978,13,9
42,990,3,7
43,982,5,13
44,986,0,14
45,987,0,13
46,988,0,12
47,989,0,11
48,984,0,16
49,990,0,10
50,992,0,8
51,990,0,10
52,990,0,10
53,987,0,13
54,991,0,9
55,988,0,12
56,994,0,6
57,993,0,7
58,995,0,5
59,997,0,3
60,994,0,6
61,995,0,5
62,995,0,5
63,997,0,3
64,995,0,5
65,991,0,9
66,982,2,16
67,996,0,4
68,998,0,2
69,995,0,5
70,994,0,6
71,998,0,2
72,997,0,3
73,984,11,5
74,984,7,9
75,997,0,3
76,997,0,3
77,993,0,7
78,994,0,6
79,998,0,2
80,994,0,6
81,994,0,6
82,993,0,7
83,996,0,4
84,999,0,1
85,995,0,5
86,995,0,5
87,989,0,11
88,996,0,4
89,995,0,5
90,994,0,6
91,994,0,6
92,993,0,7
93,987,3,10
94,984,0,16
95,988,2,10
96,990,0,10
97,982,2,16
98,986,5,9
99,985,4,11
