,won,lost,draw
0,844,113,43
1,761,185,54
2,624,226,150
3,722,182,96
4,664,187,149
5,796,137,67
6,964,23,13
7,956,25,19
8,785,134,81
9,933,26,41
10,923,57,20
11,969,13,18
12,964,16,20
13,961,10,29
14,982,3,15
15,986,14,0
16,924,52,24
17,980,15,5
18,742,163,95
19,915,42,43
20,987,5,8
21,884,58,58
22,962,26,12
23,884,65,51
24,985,5,10
25,982,8,10
26,903,29,68
27,980,3,17
28,886,27,87
29,992,0,8
30,985,0,15
31,971,22,7
32,862,40,98
33,990,7,3
34,995,0,5
35,988,0,12
36,991,0,9
37,994,0,6
38,899,34,67
39,994,0,6
40,994,0,6
41,984,7,9
42,977,9,14
43,983,0,17
44,991,0,9
45,988,0,12
46,994,0,6
47,988,0,12
48,992,0,8
49,995,0,5
50,990,0,10
51,991,0,9
52,972,8,20
53,970,19,11
54,970,13,17
55,980,0,20
56,980,4,16
57,996,0,4
58,992,0,8
59,997,0,3
60,991,0,9
61,997,0,3
62,995,0,5
63,995,0,5
64,922,0,78
65,996,0,4
66,997,0,3
67,993,0,7
68,996,0,4
69,994,0,6
70,996,0,4
71,997,0,3
72,996,0,4
73,994,0,6
74,995,0,5
75,994,0,6
76,995,0,5
77,998,0,2
78,995,0,5
79,993,0,7
80,995,0,5
81,995,0,5
82,994,0,6
83,997,0,3
84,997,0,3
85,995,0,5
86,994,0,6
87,998,0,2
88,991,0,9
89,997,0,3
90,999,0,1
91,997,0,3
92,992,0,8
93,992,0,8
94,994,0,6
95,994,0,6
96,996,0,4
97,998,0,2
98,997,0,3
99,994,0,6
