,won,lost,draw
0,728,207,65
1,669,186,145
2,929,29,42
3,951,29,20
4,924,41,35
5,833,93,74
6,894,69,37
7,924,40,36
8,940,9,51
9,956,20,24
10,931,21,48
11,926,4,70
12,974,0,26
13,957,14,29
14,987,8,5
15,985,0,15
16,990,2,8
17,989,0,11
18,987,0,13
19,994,0,6
20,895,18,87
21,991,1,8
22,989,4,7
23,887,25,88
24,990,0,10
25,894,17,89
26,993,0,7
27,997,0,3
28,992,0,8
29,989,0,11
30,993,0,7
31,997,0,3
32,994,0,6
33,951,0,49
34,994,0,6
35,984,0,16
36,989,0,11
37,989,0,11
38,988,0,12
39,991,0,9
40,990,0,10
41,986,0,14
42,991,0,9
43,987,0,13
44,991,0,9
45,988,0,12
46,990,0,10
47,991,0,9
48,988,0,12
49,986,0,14
50,994,0,6
51,981,0,19
52,985,0,15
53,991,0,9
54,990,0,10
55,991,0,9
56,995,0,5
57,988,0,12
58,992,0,8
59,988,0,12
60,987,0,13
61,988,0,12
62,985,0,15
63,994,0,6
64,991,0,9
65,991,0,9
66,990,0,10
67,988,0,12
68,993,0,7
69,996,0,4
70,993,0,7
71,987,0,13
72,993,0,7
73,989,0,11
74,991,0,9
75,987,0,13
76,988,0,12
77,993,0,7
78,988,0,12
79,990,0,10
80,994,0,6
81,990,0,10
82,991,0,9
83,987,0,13
84,994,0,6
85,979,0,21
86,989,0,11
87,986,0,14
88,991,0,9
89,991,0,9
90,983,0,17
91,991,0,9
92,990,0,10
93,991,0,9
94,995,0,5
95,990,0,10
96,987,0,13
97,995,0,5
98,987,0,13
99,985,0,15
