,won,lost,draw
0,520,358,122
1,680,239,81
2,731,171,98
3,732,196,72
4,758,170,72
5,921,58,21
6,869,58,73
7,921,37,42
8,965,18,17
9,947,43,10
10,960,12,28
11,979,0,21
12,983,5,12
13,993,3,4
14,985,0,15
15,984,0,16
16,997,0,3
17,976,2,22
18,982,4,14
19,995,0,5
20,978,7,15
21,987,5,8
22,993,0,7
23,992,0,8
24,990,0,10
25,978,4,18
26,995,0,5
27,995,0,5
28,990,0,10
29,989,0,11
30,987,0,13
31,896,1,103
32,927,1,72
33,921,4,75
34,994,0,6
35,986,0,14
36,990,0,10
37,989,0,11
38,959,0,41
39,962,0,38
40,941,0,59
41,993,0,7
42,964,0,36
43,972,0,28
44,977,0,23
45,976,0,24
46,976,0,24
47,950,0,50
48,968,0,32
49,993,0,7
50,993,0,7
51,996,0,4
52,989,0,11
53,983,0,17
54,977,0,23
55,977,0,23
56,977,0,23
57,982,0,18
58,972,0,28
59,980,2,18
60,980,5,15
61,980,0,20
62,982,0,18
63,986,0,14
64,977,0,23
65,987,0,13
66,968,0,32
67,982,0,18
68,976,0,24
69,990,0,10
70,970,0,30
71,984,0,16
72,971,0,29
73,988,0,12
74,983,0,17
75,984,0,16
76,984,0,16
77,976,0,24
78,989,0,11
79,986,0,14
80,989,0,11
81,980,0,20
82,982,0,18
83,983,0,17
84,989,0,11
85,983,0,17
86,976,0,24
87,977,0,23
88,985,0,15
89,983,0,17
90,987,0,13
91,983,0,17
92,985,0,15
93,982,0,18
94,985,0,15
95,982,0,18
96,985,0,15
97,983,0,17
98,990,0,10
99,979,0,21
