,won,lost,draw
0,329,542,129
1,334,546,120
2,382,483,135
3,449,413,138
4,484,428,88
5,468,440,92
6,505,386,109
7,439,343,218
8,559,279,162
9,529,267,204
10,705,177,118
11,676,148,176
12,614,151,235
13,657,134,209
14,625,175,200
15,741,106,153
16,784,72,144
17,783,93,124
18,794,63,143
19,805,51,144
20,828,65,107
21,787,63,150
22,767,69,164
23,859,39,102
24,857,37,106
25,838,39,123
26,836,41,123
27,853,43,104
28,848,26,126
29,865,11,124
30,892,27,81
31,833,36,131
32,852,21,127
33,870,9,121
34,869,15,116
35,848,17,135
36,830,37,133
37,846,30,124
38,852,7,141
39,870,11,119
40,843,16,141
41,854,13,133
42,858,6,136
43,883,6,111
44,863,4,133
45,879,2,119
46,884,0,116
47,886,0,114
48,916,0,84
49,892,0,108
50,899,0,101
51,883,0,117
52,894,1,105
53,882,1,117
54,893,2,105
55,903,6,91
56,904,0,96
57,842,4,154
58,853,3,144
59,860,7,133
60,875,4,121
61,862,8,130
62,891,4,105
63,860,7,133
64,872,4,124
65,893,0,107
66,880,0,120
67,906,0,94
68,887,0,113
69,879,0,121
70,906,0,94
71,894,0,106
72,874,0,126
73,881,0,119
74,891,0,109
75,883,0,117
76,877,0,123
77,908,0,92
78,882,0,118
79,883,0,117
80,893,0,107
81,867,0,133
82,891,0,109
83,875,0,125
84,892,0,108
85,872,0,128
86,886,0,114
87,868,0,132
88,869,0,131
89,884,0,116
90,874,0,126
91,883,0,117
92,879,0,121
93,884,0,116
94,898,0,102
95,864,0,136
96,878,0,122
97,885,0,115
98,879,0,121
99,877,0,123
