,won,lost,draw
0,378,543,79
1,451,464,85
2,467,440,93
3,522,384,94
4,459,459,82
5,588,325,87
6,572,340,88
7,572,311,117
8,540,322,138
9,597,269,134
10,534,271,195
11,632,185,183
12,608,199,193
13,613,183,204
14,642,193,165
15,656,154,190
16,667,154,179
17,662,148,190
18,682,130,188
19,764,83,153
20,766,65,169
21,807,61,132
22,783,71,146
23,847,41,112
24,823,38,139
25,817,37,146
26,853,28,119
27,828,17,155
28,858,28,114
29,821,42,137
30,863,20,117
31,881,7,112
32,886,24,90
33,885,28,87
34,898,14,88
35,898,23,79
36,867,24,109
37,859,23,118
38,846,25,129
39,852,18,130
40,840,21,139
41,858,14,128
42,837,13,150
43,881,16,103
44,857,13,130
45,858,5,137
46,840,8,152
47,845,8,147
48,850,9,141
49,845,6,149
50,850,11,139
51,861,7,132
52,882,11,107
53,863,6,131
54,853,2,145
55,829,6,165
56,842,7,151
57,855,3,142
58,858,5,137
59,895,4,101
60,874,6,120
61,871,6,123
62,876,0,124
63,884,0,116
64,883,0,117
65,885,4,111
66,873,1,126
67,887,0,113
68,878,0,122
69,863,0,137
70,861,0,139
71,856,0,144
72,859,0,141
73,861,0,139
74,873,0,127
75,891,0,109
76,898,0,102
77,890,0,110
78,885,0,115
79,878,0,122
80,846,0,154
81,850,0,150
82,866,0,134
83,858,0,142
84,865,0,135
85,859,0,141
86,851,0,149
87,835,0,165
88,869,0,131
89,842,0,158
90,874,0,126
91,861,0,139
92,870,0,130
93,869,0,131
94,883,0,117
95,867,0,133
96,874,0,126
97,857,0,143
98,844,0,156
99,881,0,119
