,won,lost,draw
0,693,163,144
1,812,114,74
2,664,191,145
3,877,85,38
4,639,269,92
5,727,187,86
6,700,187,113
7,689,145,166
8,723,140,137
9,723,172,105
10,654,251,95
11,863,62,75
12,790,126,84
13,635,278,87
14,796,127,77
15,778,129,93
16,809,112,79
17,828,102,70
18,761,160,79
19,829,100,71
20,842,76,82
21,861,70,69
22,863,81,56
23,768,132,100
24,861,78,61
25,892,45,63
26,714,158,128
27,916,50,34
28,917,52,31
29,782,129,89
30,834,89,77
31,902,76,22
32,862,106,32
33,913,76,11
34,895,69,36
35,907,58,35
36,672,212,116
37,871,74,55
38,896,53,51
39,958,29,13
40,977,3,20
41,924,45,31
42,976,5,19
43,970,7,23
44,959,29,12
45,906,35,59
46,936,13,51
47,894,37,69
48,939,13,48
49,937,45,18
50,958,9,33
51,924,40,36
52,682,264,54
53,830,109,61
54,947,11,42
55,965,2,33
56,952,12,36
57,961,10,29
58,941,12,47
59,932,15,53
60,924,34,42
61,898,34,68
62,938,15,47
63,973,8,19
64,835,70,95
65,937,49,14
66,925,44,31
67,903,56,41
68,901,74,25
69,917,20,63
70,948,21,31
71,967,17,16
72,963,23,14
73,995,0,5
74,980,2,18
75,989,0,11
76,982,5,13
77,990,4,6
78,991,1,8
79,985,3,12
80,986,2,12
81,985,2,13
82,987,0,13
83,985,2,13
84,998,0,2
85,992,0,8
86,998,0,2
87,762,154,84
88,975,0,25
89,860,55,85
90,985,6,9
91,980,9,11
92,963,14,23
93,978,14,8
94,987,5,8
95,989,3,8
96,989,0,11
97,990,0,10
98,992,0,8
99,983,0,17
