,won,lost,draw
0,439,476,85
1,452,442,106
2,511,390,99
3,614,284,102
4,609,240,151
5,611,224,165
6,679,194,127
7,697,122,181
8,692,187,121
9,673,191,136
10,739,129,132
11,661,191,148
12,702,185,113
13,664,163,173
14,769,94,137
15,790,89,121
16,814,52,134
17,711,114,175
18,721,93,186
19,764,56,180
20,863,15,122
21,850,18,132
22,859,25,116
23,844,31,125
24,848,11,141
25,864,29,107
26,852,15,133
27,803,40,157
28,795,35,170
29,798,36,166
30,820,14,166
31,828,9,163
32,861,10,129
33,844,12,144
34,820,17,163
35,841,10,149
36,854,3,143
37,881,0,119
38,875,0,125
39,880,0,120
40,884,0,116
41,838,9,153
42,840,6,154
43,888,6,106
44,811,35,154
45,845,20,135
46,883,4,113
47,861,1,138
48,862,4,134
49,867,5,128
50,873,5,122
51,861,16,123
52,864,16,120
53,871,12,117
54,837,51,112
55,826,35,139
56,837,15,148
57,830,18,152
58,853,12,135
59,817,22,161
60,774,28,198
61,847,10,143
62,803,35,162
63,862,17,121
64,876,3,121
65,858,11,131
66,853,9,138
67,870,5,125
68,863,9,128
69,882,1,117
70,889,1,110
71,899,3,98
72,871,0,129
73,868,0,132
74,876,0,124
75,872,0,128
76,891,0,109
77,880,0,120
78,864,0,136
79,872,0,128
80,871,3,126
81,897,4,99
82,887,1,112
83,874,5,121
84,873,1,126
85,875,0,125
86,882,1,117
87,876,1,123
88,878,0,122
89,819,11,170
90,839,15,146
91,845,12,143
92,836,12,152
93,830,12,158
94,852,6,142
95,829,7,164
96,844,7,149
97,840,12,148
98,831,15,154
99,877,6,117
