,won,lost,draw
0,341,539,120
1,406,479,115
2,500,408,92
3,468,415,117
4,486,379,135
5,510,390,100
6,597,324,79
7,552,351,97
8,529,332,139
9,673,236,91
10,623,228,149
11,653,225,122
12,575,259,166
13,622,209,169
14,564,208,228
15,585,224,191
16,647,194,159
17,685,147,168
18,704,150,146
19,737,113,150
20,753,101,146
21,824,74,102
22,759,97,144
23,776,79,145
24,810,77,113
25,822,68,110
26,811,37,152
27,851,28,121
28,863,26,111
29,835,45,120
30,838,34,128
31,859,29,112
32,868,27,105
33,860,25,115
34,858,25,117
35,874,20,106
36,888,17,95
37,868,16,116
38,880,24,96
39,895,8,97
40,876,12,112
41,891,10,99
42,885,16,99
43,872,21,107
44,876,25,99
45,884,18,98
46,870,23,107
47,903,9,88
48,893,3,104
49,895,4,101
50,893,0,107
51,891,5,104
52,887,3,110
53,895,2,103
54,905,1,94
55,891,3,106
56,880,0,120
57,880,0,120
58,884,0,116
59,887,0,113
60,888,0,112
61,891,0,109
62,883,0,117
63,867,0,133
64,898,0,102
65,873,0,127
66,891,0,109
67,885,0,115
68,869,0,131
69,885,0,115
70,830,6,164
71,871,3,126
72,862,0,138
73,893,2,105
74,886,2,112
75,901,0,99
76,874,1,125
77,889,1,110
78,877,0,123
79,885,2,113
80,886,1,113
81,894,0,106
82,875,0,125
83,873,0,127
84,873,0,127
85,869,1,130
86,855,2,143
87,883,0,117
88,874,1,125
89,858,2,140
90,863,0,137
91,877,0,123
92,877,0,123
93,863,0,137
94,866,0,134
95,887,0,113
96,861,0,139
97,867,0,133
98,872,0,128
99,877,0,123
