,won,lost,draw
0,316,574,110
1,301,590,109
2,244,624,132
3,277,556,167
4,352,541,107
5,415,473,112
6,371,492,137
7,381,474,145
8,410,481,109
9,472,419,109
10,497,403,100
11,477,414,109
12,517,384,99
13,470,419,111
14,580,341,79
15,518,366,116
16,449,443,108
17,516,391,93
18,549,367,84
19,541,372,87
20,500,411,89
21,513,370,117
22,599,321,80
23,547,389,64
24,564,337,99
25,630,289,81
26,614,279,107
27,620,245,135
28,588,300,112
29,567,304,129
30,653,239,108
31,608,246,146
32,587,252,161
33,581,234,185
34,556,288,156
35,590,229,181
36,638,230,132
37,664,237,99
38,678,213,109
39,639,225,136
40,632,216,152
41,640,246,114
42,614,233,153
43,670,206,124
44,650,234,116
45,699,224,77
46,673,209,118
47,662,214,124
48,702,169,129
49,679,182,139
50,669,170,161
51,668,190,142
52,652,214,134
53,620,230,150
54,662,170,168
55,720,148,132
56,661,180,159
57,665,184,151
58,677,179,144
59,719,144,137
60,697,181,122
61,699,169,132
62,669,204,127
63,681,191,128
64,662,188,150
65,663,186,151
66,683,170,147
67,679,196,125
68,719,174,107
69,702,165,133
70,732,143,125
71,713,156,131
72,718,158,124
73,731,132,137
74,729,143,128
75,728,146,126
76,733,153,114
77,740,147,113
78,753,130,117
79,722,148,130
80,723,123,154
81,674,151,175
82,669,153,178
83,684,143,173
84,693,139,168
85,710,120,170
86,695,123,182
87,702,155,143
88,709,151,140
89,696,138,166
90,704,147,149
91,724,141,135
92,686,164,150
93,708,140,152
94,726,126,148
95,680,177,143
96,666,166,168
97,715,125,160
98,695,137,168
99,692,148,160
