,won,lost,draw
0,402,445,153
1,431,456,113
2,465,391,144
3,476,359,165
4,543,334,123
5,535,322,143
6,598,258,144
7,605,265,130
8,554,304,142
9,588,276,136
10,624,238,138
11,641,229,130
12,656,218,126
13,664,206,130
14,691,190,119
15,638,204,158
16,685,133,182
17,690,134,176
18,710,101,189
19,802,78,120
20,791,89,120
21,780,99,121
22,794,75,131
23,780,63,157
24,824,55,121
25,829,56,115
26,841,43,116
27,813,47,140
28,791,35,174
29,785,57,158
30,812,61,127
31,785,73,142
32,791,62,147
33,835,25,140
34,808,34,158
35,833,42,125
36,826,20,154
37,873,8,119
38,880,22,98
39,871,10,119
40,870,16,114
41,876,14,110
42,891,5,104
43,877,10,113
44,893,1,106
45,882,8,110
46,884,4,112
47,883,3,114
48,879,3,118
49,871,2,127
50,862,1,137
51,862,5,133
52,889,3,108
53,875,8,117
54,857,8,135
55,849,16,135
56,839,9,152
57,851,0,149
58,861,0,139
59,861,0,139
60,864,0,136
61,835,0,165
62,860,6,134
63,857,4,139
64,798,16,186
65,846,8,146
66,844,9,147
67,853,11,136
68,853,9,138
69,887,6,107
70,873,8,119
71,849,15,136
72,852,14,134
73,871,12,117
74,872,5,123
75,843,8,149
76,873,7,120
77,864,10,126
78,857,10,133
79,870,3,127
80,864,3,133
81,866,3,131
82,875,5,120
83,883,1,116
84,882,5,113
85,879,1,120
86,889,3,108
87,880,4,116
88,877,8,115
89,887,7,106
90,857,9,134
91,853,0,147
92,872,6,122
93,861,9,130
94,829,9,162
95,801,24,175
96,802,22,176
97,881,4,115
98,847,3,150
99,874,5,121
