,won,lost,draw
0,792,122,86
1,588,305,107
2,620,281,99
3,736,178,86
4,687,204,109
5,743,165,92
6,952,23,25
7,930,39,31
8,944,21,35
9,963,26,11
10,961,28,11
11,964,20,16
12,975,13,12
13,899,53,48
14,901,61,38
15,893,39,68
16,933,38,29
17,945,25,30
18,941,23,36
19,944,18,38
20,923,52,25
21,942,45,13
22,910,69,21
23,930,41,29
24,928,23,49
25,873,52,75
26,950,12,38
27,942,4,54
28,952,9,39
29,927,34,39
30,942,16,42
31,929,10,61
32,971,0,29
33,984,0,16
34,979,0,21
35,984,0,16
36,981,0,19
37,953,17,30
38,976,7,17
39,964,7,29
40,960,15,25
41,971,16,13
42,966,8,26
43,965,3,32
44,951,11,38
45,979,2,19
46,941,8,51
47,989,3,8
48,970,0,30
49,972,7,21
50,970,2,28
51,982,3,15
52,989,0,11
53,992,0,8
54,979,0,21
55,989,0,11
56,982,0,18
57,984,0,16
58,984,0,16
59,984,0,16
60,987,0,13
61,982,0,18
62,982,0,18
63,979,0,21
64,981,0,19
65,984,0,16
66,990,0,10
67,985,0,15
68,989,0,11
69,986,0,14
70,990,0,10
71,974,0,26
72,986,0,14
73,983,0,17
74,985,0,15
75,988,0,12
76,983,0,17
77,990,0,10
78,988,0,12
79,995,0,5
80,994,0,6
81,996,0,4
82,999,0,1
83,995,0,5
84,998,0,2
85,996,0,4
86,996,0,4
87,998,0,2
88,991,0,9
89,997,0,3
90,992,0,8
91,992,0,8
92,994,0,6
93,994,0,6
94,997,0,3
95,993,0,7
96,991,0,9
97,995,0,5
98,998,0,2
99,997,0,3
