,won,lost,draw
0,322,597,81
1,359,557,84
2,495,408,97
3,448,431,121
4,442,457,101
5,539,357,104
6,525,344,131
7,630,279,91
8,554,322,124
9,530,321,149
10,552,272,176
11,520,277,203
12,587,235,178
13,556,212,232
14,598,181,221
15,622,167,211
16,687,131,182
17,696,117,187
18,710,101,189
19,701,91,208
20,740,90,170
21,785,55,160
22,797,48,155
23,744,78,178
24,721,79,200
25,783,65,152
26,789,54,157
27,787,51,162
28,829,43,128
29,799,50,151
30,825,46,129
31,810,32,158
32,861,17,122
33,860,20,120
34,847,14,139
35,822,24,154
36,833,13,154
37,860,19,121
38,852,9,139
39,875,12,113
40,869,9,122
41,870,11,119
42,833,14,153
43,873,12,115
44,890,10,100
45,879,9,112
46,891,11,98
47,883,11,106
48,908,8,84
49,887,13,100
50,876,1,123
51,870,1,129
52,880,0,120
53,875,2,123
54,876,4,120
55,896,5,99
56,890,3,107
57,895,0,105
58,891,2,107
59,904,0,96
60,897,0,103
61,873,0,127
62,882,0,118
63,876,0,124
64,899,0,101
65,901,0,99
66,885,0,115
67,893,0,107
68,902,0,98
69,858,0,142
70,873,0,127
71,865,0,135
72,894,0,106
73,870,0,130
74,884,0,116
75,876,0,124
76,878,0,122
77,859,0,141
78,869,0,131
79,868,0,132
80,870,0,130
81,894,0,106
82,867,0,133
83,894,0,106
84,887,0,113
85,891,0,109
86,875,0,125
87,895,0,105
88,875,0,125
89,886,0,114
90,860,0,140
91,863,0,137
92,889,0,111
93,896,0,104
94,888,0,112
95,896,0,104
96,884,0,116
97,870,0,130
98,887,0,113
99,871,0,129
