,won,lost,draw
0,771,146,83
1,872,66,62
2,511,300,189
3,877,90,33
4,906,68,26
5,925,41,34
6,907,56,37
7,581,356,63
8,628,262,110
9,925,38,37
10,926,28,46
11,918,31,51
12,951,28,21
13,929,44,27
14,799,135,66
15,836,117,47
16,746,157,97
17,933,36,31
18,970,6,24
19,844,107,49
20,652,182,166
21,961,12,27
22,970,9,21
23,959,14,27
24,962,9,29
25,974,8,18
26,965,17,18
27,971,6,23
28,947,17,36
29,976,5,19
30,732,191,77
31,827,136,37
32,802,134,64
33,967,9,24
34,965,12,23
35,960,12,28
36,973,11,16
37,795,148,57
38,969,7,24
39,952,17,31
40,780,167,53
41,965,14,21
42,923,60,17
43,969,14,17
44,962,13,25
45,974,12,14
46,975,16,9
47,951,22,27
48,963,19,18
49,970,11,19
50,923,51,26
51,956,26,18
52,860,69,71
53,959,8,33
54,969,5,26
55,979,0,21
56,975,0,25
57,978,0,22
58,896,49,55
59,974,11,15
60,978,11,11
61,716,213,71
62,976,7,17
63,946,27,27
64,978,3,19
65,963,10,27
66,981,0,19
67,985,0,15
68,986,0,14
69,980,0,20
70,982,0,18
71,943,27,30
72,986,0,14
73,985,0,15
74,991,0,9
75,962,27,11
76,960,21,19
77,987,0,13
78,979,17,4
79,985,10,5
80,982,15,3
81,769,156,75
82,987,0,13
83,989,0,11
84,992,0,8
85,988,0,12
86,989,0,11
87,985,0,15
88,981,0,19
89,988,0,12
90,992,0,8
91,992,0,8
92,874,53,73
93,990,0,10
94,985,0,15
95,994,0,6
96,990,0,10
97,987,0,13
98,992,0,8
99,988,0,12
