,won,lost,draw
0,362,528,110
1,487,412,101
2,479,437,84
3,440,445,115
4,553,342,105
5,567,339,94
6,461,391,148
7,442,401,157
8,564,277,159
9,596,279,125
10,656,254,90
11,660,251,89
12,626,236,138
13,658,223,119
14,731,168,101
15,643,203,154
16,641,198,161
17,688,159,153
18,721,113,166
19,657,135,208
20,753,92,155
21,786,71,143
22,752,98,150
23,706,121,173
24,787,64,149
25,800,71,129
26,779,110,111
27,796,97,107
28,830,44,126
29,836,41,123
30,811,44,145
31,807,51,142
32,804,63,133
33,849,47,104
34,742,94,164
35,836,42,122
36,863,30,107
37,860,24,116
38,801,50,149
39,841,22,137
40,816,42,142
41,833,29,138
42,844,23,133
43,872,23,105
44,828,25,147
45,844,19,137
46,855,9,136
47,856,24,120
48,852,20,128
49,859,20,121
50,854,19,127
51,856,10,134
52,839,11,150
53,873,9,118
54,855,18,127
55,830,17,153
56,856,13,131
57,852,16,132
58,872,9,119
59,887,10,103
60,878,10,112
61,863,9,128
62,826,37,137
63,770,54,176
64,782,43,175
65,753,72,175
66,762,53,185
67,806,48,146
68,778,55,167
69,881,13,106
70,881,17,102
71,860,16,124
72,861,20,119
73,847,19,134
74,849,11,140
75,839,15,146
76,867,3,130
77,865,13,122
78,860,15,125
79,868,12,120
80,863,10,127
81,848,11,141
82,858,16,126
83,857,14,129
84,848,21,131
85,859,12,129
86,851,26,123
87,846,22,132
88,841,21,138
89,817,11,172
90,846,19,135
91,866,12,122
92,837,11,152
93,845,16,139
94,859,16,125
95,860,9,131
96,846,14,140
97,805,13,182
98,800,13,187
99,783,11,206
