,won,lost,draw
0,321,535,144
1,365,502,133
2,451,405,144
3,514,344,142
4,481,327,192
5,598,232,170
6,644,241,115
7,648,174,178
8,556,184,260
9,620,163,217
10,729,109,162
11,763,107,130
12,736,81,183
13,740,83,177
14,812,56,132
15,787,51,162
16,809,40,151
17,863,11,126
18,871,12,117
19,883,21,96
20,866,18,116
21,879,7,114
22,886,5,109
23,869,6,125
24,876,8,116
25,868,3,129
26,816,17,167
27,895,7,98
28,846,1,153
29,898,0,102
30,860,6,134
31,834,5,161
32,881,0,119
33,884,0,116
34,870,0,130
35,862,0,138
36,852,1,147
37,848,0,152
38,850,0,150
39,848,0,152
40,872,0,128
41,839,0,161
42,858,0,142
43,877,0,123
44,872,0,128
45,863,0,137
46,877,1,122
47,882,1,117
48,868,0,132
49,867,1,132
50,871,1,128
51,879,0,121
52,867,1,132
53,877,2,121
54,894,0,106
55,883,1,116
56,888,1,111
57,869,2,129
58,875,1,124
59,876,2,122
60,887,4,109
61,885,1,114
62,885,0,115
63,882,0,118
64,891,1,108
65,897,0,103
66,881,3,116
67,874,0,126
68,871,0,129
69,878,0,122
70,883,2,115
71,876,3,121
72,899,1,100
73,899,1,100
74,909,0,91
75,883,0,117
76,885,1,114
77,889,4,107
78,882,3,115
79,884,0,116
80,882,3,115
81,882,3,115
82,892,1,107
83,864,0,136
84,880,0,120
85,888,1,111
86,867,0,133
87,861,1,138
88,882,0,118
89,894,0,106
90,897,0,103
91,867,0,133
92,896,0,104
93,884,0,116
94,899,0,101
95,890,0,110
96,892,0,108
97,879,0,121
98,877,0,123
99,880,0,120
