,won,lost,draw
0,352,539,109
1,303,544,153
2,420,434,146
3,509,353,138
4,533,299,168
5,549,295,156
6,568,272,160
7,650,216,134
8,706,161,133
9,691,137,172
10,615,164,221
11,802,92,106
12,802,68,130
13,785,75,140
14,805,73,122
15,766,73,161
16,797,69,134
17,822,50,128
18,838,54,108
19,818,34,148
20,783,56,161
21,846,24,130
22,836,29,135
23,839,39,122
24,835,27,138
25,880,7,113
26,881,2,117
27,887,3,110
28,875,11,114
29,859,13,128
30,861,14,125
31,852,12,136
32,877,17,106
33,896,13,91
34,884,8,108
35,882,0,118
36,898,0,102
37,903,0,97
38,888,0,112
39,882,9,109
40,875,1,124
41,882,2,116
42,853,3,144
43,877,2,121
44,873,2,125
45,878,4,118
46,886,6,108
47,875,6,119
48,881,5,114
49,892,4,104
50,880,0,120
51,881,0,119
52,880,0,120
53,867,5,128
54,858,5,137
55,852,7,141
56,843,2,155
57,868,4,128
58,889,0,111
59,877,3,120
60,891,0,109
61,901,0,99
62,883,0,117
63,888,0,112
64,899,0,101
65,896,0,104
66,895,0,105
67,886,0,114
68,881,0,119
69,874,0,126
70,892,0,108
71,863,0,137
72,851,5,144
73,866,3,131
74,860,5,135
75,878,2,120
76,885,3,112
77,853,2,145
78,888,1,111
79,855,3,142
80,882,3,115
81,867,3,130
82,849,3,148
83,873,3,124
84,882,2,116
85,868,2,130
86,876,5,119
87,865,0,135
88,875,0,125
89,864,0,136
90,900,0,100
91,874,0,126
92,890,0,110
93,860,0,140
94,858,0,142
95,858,0,142
96,832,0,168
97,853,0,147
98,854,0,146
99,858,0,142
