,won,lost,draw
0,663,233,104
1,821,76,103
2,552,372,76
3,813,121,66
4,652,233,115
5,762,148,90
6,823,122,55
7,719,186,95
8,840,107,53
9,866,95,39
10,636,304,60
11,933,29,38
12,960,19,21
13,933,50,17
14,978,10,12
15,960,12,28
16,972,4,24
17,685,223,92
18,977,17,6
19,988,10,2
20,980,15,5
21,982,16,2
22,981,18,1
23,988,2,10
24,954,38,8
25,993,0,7
26,996,0,4
27,984,0,16
28,992,0,8
29,991,0,9
30,726,151,123
31,991,0,9
32,986,0,14
33,991,0,9
34,992,0,8
35,993,0,7
36,992,0,8
37,987,0,13
38,988,0,12
39,983,0,17
40,992,0,8
41,994,0,6
42,993,0,7
43,993,0,7
44,989,0,11
45,986,0,14
46,988,0,12
47,981,5,14
48,986,0,14
49,990,0,10
50,984,0,16
51,991,0,9
52,990,0,10
53,990,0,10
54,993,0,7
55,979,0,21
56,987,0,13
57,991,0,9
58,990,0,10
59,987,0,13
60,988,0,12
61,995,0,5
62,990,0,10
63,979,0,21
64,984,0,16
65,992,0,8
66,993,0,7
67,993,0,7
68,988,0,12
69,987,0,13
70,994,0,6
71,989,0,11
72,989,0,11
73,989,0,11
74,989,0,11
75,988,0,12
76,988,0,12
77,990,0,10
78,993,0,7
79,987,0,13
80,825,116,59
81,988,0,12
82,891,65,44
83,987,0,13
84,989,0,11
85,993,0,7
86,990,0,10
87,990,0,10
88,988,0,12
89,992,0,8
90,994,0,6
91,994,0,6
92,986,0,14
93,983,4,13
94,984,8,8
95,987,0,13
96,992,0,8
97,989,0,11
98,992,0,8
99,984,0,16
