,won,lost,draw
0,296,600,104
1,390,533,77
2,341,528,131
3,338,530,132
4,411,435,154
5,402,465,133
6,363,475,162
7,405,490,105
8,425,418,157
9,414,436,150
10,448,397,155
11,414,433,153
12,405,365,230
13,432,390,178
14,409,413,178
15,435,384,181
16,434,372,194
17,427,402,171
18,395,400,205
19,371,412,217
20,364,419,217
21,386,403,211
22,374,417,209
23,432,365,203
24,456,351,193
25,419,372,209
26,393,380,227
27,472,339,189
28,462,311,227
29,452,344,204
30,486,300,214
31,523,292,185
32,473,346,181
33,468,357,175
34,477,343,180
35,525,308,167
36,526,291,183
37,502,329,169
38,477,342,181
39,465,347,188
40,510,314,176
41,478,326,196
42,491,337,172
43,506,318,176
44,471,327,202
45,503,293,204
46,474,326,200
47,555,261,184
48,559,302,139
49,536,299,165
50,581,269,150
51,582,259,159
52,553,304,143
53,555,271,174
54,564,272,164
55,594,261,145
56,570,237,193
57,535,251,214
58,541,253,206
59,513,274,213
60,554,281,165
61,547,275,178
62,563,230,207
63,549,239,212
64,550,248,202
65,553,249,198
66,582,253,165
67,607,229,164
68,573,263,164
69,584,222,194
70,590,260,150
71,577,262,161
72,586,238,176
73,580,234,186
74,603,245,152
75,601,237,162
76,591,214,195
77,607,221,172
78,594,227,179
79,586,240,174
80,546,231,223
81,545,202,253
82,596,206,198
83,593,209,198
84,609,197,194
85,638,224,138
86,654,185,161
87,648,189,163
88,609,231,160
89,599,229,172
90,629,232,139
91,635,208,157
92,600,244,156
93,611,221,168
94,586,233,181
95,602,226,172
96,627,181,192
97,623,212,165
98,608,204,188
99,613,222,165
