,won,lost,draw
0,661,263,76
1,696,177,127
2,745,136,119
3,665,236,99
4,700,202,98
5,716,209,75
6,639,251,110
7,742,155,103
8,600,257,143
9,739,155,106
10,673,195,132
11,891,84,25
12,912,59,29
13,907,54,39
14,871,92,37
15,887,44,69
16,858,67,75
17,893,62,45
18,936,50,14
19,928,41,31
20,934,34,32
21,922,41,37
22,939,31,30
23,922,36,42
24,771,118,111
25,917,33,50
26,941,10,49
27,964,9,27
28,955,16,29
29,955,13,32
30,959,13,28
31,957,14,29
32,950,22,28
33,972,14,14
34,768,106,126
35,964,16,20
36,961,18,21
37,940,18,42
38,926,24,50
39,958,19,23
40,798,70,132
41,977,2,21
42,974,3,23
43,845,80,75
44,827,88,85
45,841,92,67
46,886,58,56
47,855,56,89
48,861,67,72
49,976,8,16
50,977,1,22
51,972,3,25
52,961,6,33
53,975,5,20
54,988,2,10
55,989,0,11
56,989,0,11
57,992,0,8
58,990,0,10
59,988,0,12
60,990,0,10
61,990,0,10
62,987,0,13
63,993,0,7
64,984,0,16
65,989,0,11
66,995,0,5
67,997,0,3
68,994,0,6
69,990,0,10
70,862,41,97
71,842,70,88
72,828,91,81
73,991,0,9
74,879,55,66
75,998,0,2
76,1000,0,0
77,1000,0,0
78,997,0,3
79,996,0,4
80,994,0,6
81,996,0,4
82,996,0,4
83,995,0,5
84,996,0,4
85,906,33,61
86,890,38,72
87,908,37,55
88,892,44,64
89,879,51,70
90,883,43,74
91,997,0,3
92,995,0,5
93,993,0,7
94,994,0,6
95,989,0,11
96,891,21,88
97,996,0,4
98,1000,0,0
99,992,0,8
