,won,lost,draw
0,582,339,79
1,754,168,78
2,628,235,137
3,742,224,34
4,763,171,66
5,884,79,37
6,840,94,66
7,904,64,32
8,820,128,52
9,895,65,40
10,927,33,40
11,987,2,11
12,947,29,24
13,972,17,11
14,959,29,12
15,944,24,32
16,978,15,7
17,979,8,13
18,967,13,20
19,978,6,16
20,966,20,14
21,971,8,21
22,957,26,17
23,987,0,13
24,977,6,17
25,981,7,12
26,980,5,15
27,982,4,14
28,982,3,15
29,969,0,31
30,985,0,15
31,990,0,10
32,907,35,58
33,934,13,53
34,957,0,43
35,976,0,24
36,981,0,19
37,982,0,18
38,996,0,4
39,993,0,7
40,991,0,9
41,988,0,12
42,990,5,5
43,985,5,10
44,982,2,16
45,992,2,6
46,995,3,2
47,989,2,9
48,988,7,5
49,985,3,12
50,990,2,8
51,988,5,7
52,986,4,10
53,987,6,7
54,991,2,7
55,994,0,6
56,991,0,9
57,997,0,3
58,995,0,5
59,992,0,8
60,993,0,7
61,989,0,11
62,992,0,8
63,996,0,4
64,995,0,5
65,989,0,11
66,986,0,14
67,990,0,10
68,993,0,7
69,985,0,15
70,994,0,6
71,989,0,11
72,998,0,2
73,987,0,13
74,991,0,9
75,987,0,13
76,989,0,11
77,989,0,11
78,998,0,2
79,994,0,6
80,986,0,14
81,990,0,10
82,921,0,79
83,934,0,66
84,987,0,13
85,967,0,33
86,958,0,42
87,964,0,36
88,987,0,13
89,980,0,20
90,953,0,47
91,984,0,16
92,990,0,10
93,986,0,14
94,944,0,56
95,986,0,14
96,962,0,38
97,963,0,37
98,961,0,39
99,960,0,40
