,won,lost,draw
0,342,553,105
1,380,490,130
2,334,555,111
3,382,407,211
4,524,384,92
5,582,314,104
6,532,322,146
7,576,298,126
8,622,248,130
9,587,269,144
10,697,172,131
11,741,142,117
12,741,139,120
13,709,161,130
14,731,136,133
15,770,100,130
16,765,58,177
17,788,64,148
18,780,87,133
19,758,82,160
20,807,51,142
21,826,50,124
22,830,45,125
23,821,63,116
24,801,57,142
25,825,51,124
26,824,37,139
27,828,45,127
28,808,49,143
29,835,56,109
30,823,48,129
31,835,51,114
32,864,27,109
33,878,28,94
34,869,29,102
35,882,26,92
36,883,23,94
37,872,24,104
38,846,31,123
39,845,27,128
40,870,27,103
41,870,15,115
42,834,21,145
43,847,22,131
44,822,29,149
45,861,15,124
46,838,36,126
47,837,20,143
48,861,5,134
49,861,12,127
50,874,14,112
51,854,11,135
52,866,13,121
53,861,5,134
54,862,5,133
55,861,10,129
56,860,9,131
57,857,17,126
58,847,17,136
59,851,11,138
60,859,14,127
61,870,9,121
62,871,11,118
63,868,7,125
64,851,11,138
65,874,6,120
66,883,8,109
67,850,17,133
68,894,0,106
69,888,0,112
70,894,5,101
71,864,9,127
72,878,1,121
73,876,6,118
74,877,2,121
75,875,5,120
76,880,6,114
77,867,7,126
78,872,6,122
79,884,5,111
80,881,1,118
81,883,7,110
82,874,5,121
83,882,10,108
84,872,5,123
85,882,4,114
86,897,0,103
87,903,0,97
88,880,0,120
89,888,0,112
90,896,0,104
91,870,0,130
92,871,0,129
93,894,0,106
94,875,0,125
95,879,0,121
96,898,0,102
97,871,0,129
98,871,0,129
99,877,0,123
