,won,lost,draw
0,345,521,134
1,408,451,141
2,387,480,133
3,514,356,130
4,431,395,174
5,406,401,193
6,576,295,129
7,534,269,197
8,483,319,198
9,591,187,222
10,609,195,196
11,636,148,216
12,673,138,189
13,638,152,210
14,679,109,212
15,666,133,201
16,651,130,219
17,653,122,225
18,721,90,189
19,735,92,173
20,761,59,180
21,731,67,202
22,750,75,175
23,736,83,181
24,772,67,161
25,765,51,184
26,799,57,144
27,809,55,136
28,806,50,144
29,806,48,146
30,788,44,168
31,765,54,181
32,792,45,163
33,741,55,204
34,770,56,174
35,815,38,147
36,806,33,161
37,810,37,153
38,812,39,149
39,784,41,175
40,772,43,185
41,787,35,178
42,789,47,164
43,789,53,158
44,772,42,186
45,814,35,151
46,793,42,165
47,789,41,170
48,801,38,161
49,811,26,163
50,806,23,171
51,814,36,150
52,813,32,155
53,803,20,177
54,809,25,166
55,817,23,160
56,847,20,133
57,845,19,136
58,833,11,156
59,835,10,155
60,860,12,128
61,852,14,134
62,851,19,130
63,849,27,124
64,861,15,124
65,844,16,140
66,869,11,120
67,876,10,114
68,861,13,126
69,859,18,123
70,866,6,128
71,873,9,118
72,869,17,114
73,871,12,117
74,858,8,134
75,864,12,124
76,853,9,138
77,871,5,124
78,880,3,117
79,874,7,119
80,878,4,118
81,875,4,121
82,877,4,119
83,880,6,114
84,877,3,120
85,890,1,109
86,891,4,105
87,880,2,118
88,872,3,125
89,900,4,96
90,870,3,127
91,890,6,104
92,878,3,119
93,890,5,105
94,897,4,99
95,905,5,90
96,886,3,111
97,871,5,124
98,876,2,122
99,878,2,120
