,won,lost,draw
0,527,327,146
1,719,162,119
2,738,166,96
3,715,210,75
4,921,57,22
5,834,92,74
6,690,216,94
7,848,73,79
8,873,74,53
9,911,55,34
10,931,51,18
11,889,48,63
12,927,43,30
13,956,26,18
14,971,15,14
15,961,28,11
16,980,0,20
17,957,25,18
18,984,6,10
19,973,8,19
20,848,108,44
21,963,27,10
22,990,6,4
23,849,87,64
24,879,80,41
25,972,8,20
26,973,7,20
27,958,28,14
28,992,0,8
29,978,0,22
30,975,1,24
31,965,10,25
32,978,3,19
33,954,10,36
34,992,0,8
35,989,0,11
36,992,0,8
37,978,2,20
38,979,2,19
39,903,42,55
40,985,8,7
41,990,3,7
42,993,0,7
43,985,0,15
44,989,0,11
45,989,0,11
46,987,0,13
47,987,0,13
48,987,0,13
49,992,0,8
50,994,0,6
51,988,0,12
52,991,0,9
53,989,0,11
54,991,0,9
55,993,0,7
56,989,0,11
57,989,0,11
58,986,0,14
59,991,0,9
60,983,0,17
61,992,0,8
62,989,0,11
63,978,0,22
64,988,0,12
65,986,0,14
66,983,0,17
67,986,0,14
68,983,0,17
69,990,0,10
70,987,0,13
71,986,0,14
72,994,0,6
73,982,0,18
74,989,0,11
75,991,0,9
76,991,0,9
77,992,0,8
78,990,0,10
79,991,0,9
80,991,0,9
81,995,0,5
82,989,0,11
83,993,0,7
84,988,0,12
85,992,0,8
86,991,0,9
87,992,0,8
88,973,0,27
89,975,0,25
90,978,0,22
91,977,0,23
92,977,0,23
93,980,0,20
94,981,0,19
95,971,0,29
96,986,0,14
97,989,0,11
98,991,0,9
99,989,0,11
