,won,lost,draw
0,241,580,179
1,362,447,191
2,421,402,177
3,489,369,142
4,572,325,103
5,561,263,176
6,559,268,173
7,626,199,175
8,645,199,156
9,697,125,178
10,686,170,144
11,750,118,132
12,700,100,200
13,752,76,172
14,802,64,134
15,845,25,130
16,872,17,111
17,864,28,108
18,867,27,106
19,780,41,179
20,822,36,142
21,888,18,94
22,868,20,112
23,845,20,135
24,821,39,140
25,818,16,166
26,820,16,164
27,833,7,160
28,840,11,149
29,817,7,176
30,840,30,130
31,863,9,128
32,831,3,166
33,828,10,162
34,848,9,143
35,847,5,148
36,816,12,172
37,845,5,150
38,826,9,165
39,849,8,143
40,846,4,150
41,868,6,126
42,838,10,152
43,869,7,124
44,864,4,132
45,871,6,123
46,875,7,118
47,874,7,119
48,862,0,138
49,869,0,131
50,882,0,118
51,893,0,107
52,891,0,109
53,894,0,106
54,886,2,112
55,870,0,130
56,868,4,128
57,863,2,135
58,882,4,114
59,876,4,120
60,878,0,122
61,877,2,121
62,871,0,129
63,877,0,123
64,875,0,125
65,883,0,117
66,879,0,121
67,892,0,108
68,887,0,113
69,887,0,113
70,906,0,94
71,879,7,114
72,882,5,113
73,886,6,108
74,897,6,97
75,884,5,111
76,896,11,93
77,897,4,99
78,888,5,107
79,897,0,103
80,902,0,98
81,904,0,96
82,895,0,105
83,904,0,96
84,906,0,94
85,891,0,109
86,889,0,111
87,903,0,97
88,901,0,99
89,901,0,99
90,892,0,108
91,911,0,89
92,891,0,109
93,886,0,114
94,883,0,117
95,912,0,88
96,906,0,94
97,905,0,95
98,913,0,87
99,897,0,103
