,won,lost,draw
0,337,551,112
1,465,420,115
2,493,382,125
3,486,407,107
4,498,422,80
5,529,365,106
6,539,313,148
7,613,271,116
8,564,275,161
9,664,228,108
10,640,242,118
11,660,231,109
12,659,204,137
13,781,114,105
14,738,119,143
15,701,117,182
16,753,120,127
17,719,115,166
18,787,72,141
19,802,74,124
20,786,108,106
21,853,48,99
22,827,51,122
23,839,72,89
24,808,64,128
25,798,62,140
26,813,65,122
27,787,61,152
28,805,45,150
29,812,51,137
30,813,47,140
31,815,39,146
32,769,67,164
33,800,40,160
34,837,30,133
35,842,23,135
36,828,34,138
37,845,29,126
38,844,18,138
39,864,29,107
40,863,23,114
41,870,27,103
42,899,19,82
43,846,42,112
44,826,46,128
45,845,46,109
46,837,46,117
47,816,40,144
48,849,39,112
49,844,35,121
50,878,15,107
51,894,17,89
52,896,9,95
53,850,44,106
54,848,35,117
55,898,17,85
56,897,10,93
57,896,19,85
58,891,7,102
59,890,13,97
60,887,9,104
61,835,30,135
62,833,41,126
63,832,29,139
64,822,33,145
65,840,31,129
66,847,11,142
67,828,14,158
68,842,10,148
69,846,8,146
70,851,9,140
71,835,10,155
72,859,7,134
73,834,13,153
74,870,9,121
75,871,3,126
76,819,29,152
77,809,24,167
78,865,15,120
79,838,19,143
80,857,8,135
81,841,20,139
82,826,17,157
83,821,12,167
84,829,18,153
85,855,12,133
86,860,11,129
87,840,12,148
88,825,19,156
89,848,28,124
90,842,20,138
91,840,17,143
92,837,18,145
93,823,20,157
94,855,8,137
95,860,7,133
96,842,12,146
97,839,14,147
98,840,13,147
99,830,12,158
