,won,lost,draw
0,576,200,224
1,582,276,142
2,743,135,122
3,675,218,107
4,838,89,73
5,794,142,64
6,821,127,52
7,868,99,33
8,791,137,72
9,835,76,89
10,853,100,47
11,914,60,26
12,940,31,29
13,961,20,19
14,958,21,21
15,958,18,24
16,976,12,12
17,964,12,24
18,974,9,17
19,804,136,60
20,985,0,15
21,949,26,25
22,955,23,22
23,956,33,11
24,965,20,15
25,952,9,39
26,784,152,64
27,822,138,40
28,967,6,27
29,968,0,32
30,981,1,18
31,987,1,12
32,899,96,5
33,981,4,15
34,854,84,62
35,984,5,11
36,954,33,13
37,986,1,13
38,975,10,15
39,967,10,23
40,959,21,20
41,974,15,11
42,977,6,17
43,961,5,34
44,975,0,25
45,980,0,20
46,974,0,26
47,988,0,12
48,984,6,10
49,987,0,13
50,925,52,23
51,921,52,27
52,986,0,14
53,878,49,73
54,984,0,16
55,980,0,20
56,988,0,12
57,990,0,10
58,899,41,60
59,932,37,31
60,909,49,42
61,918,48,34
62,973,0,27
63,992,0,8
64,982,0,18
65,989,0,11
66,908,62,30
67,939,39,22
68,897,65,38
69,862,76,62
70,947,15,38
71,896,38,66
72,885,29,86
73,988,0,12
74,957,18,25
75,992,0,8
76,912,48,40
77,932,23,45
78,944,17,39
79,990,5,5
80,984,3,13
81,969,6,25
82,975,2,23
83,959,9,32
84,972,0,28
85,962,0,38
86,992,0,8
87,989,0,11
88,994,0,6
89,990,0,10
90,988,3,9
91,983,4,13
92,993,3,4
93,960,26,14
94,981,5,14
95,987,3,10
96,992,0,8
97,991,0,9
98,983,0,17
99,990,0,10
