,won,lost,draw
0,416,497,87
1,415,493,92
2,441,474,85
3,549,363,88
4,443,431,126
5,450,425,125
6,474,425,101
7,636,268,96
8,520,365,115
9,574,309,117
10,544,309,147
11,630,218,152
12,632,210,158
13,586,199,215
14,575,299,126
15,646,211,143
16,655,221,124
17,615,224,161
18,632,219,149
19,630,215,155
20,665,180,155
21,678,147,175
22,745,123,132
23,726,153,121
24,707,143,150
25,709,117,174
26,709,113,178
27,706,116,178
28,739,90,171
29,740,134,126
30,719,87,194
31,696,99,205
32,774,86,140
33,784,79,137
34,806,53,141
35,823,62,115
36,820,63,117
37,740,95,165
38,742,105,153
39,776,91,133
40,778,74,148
41,793,78,129
42,820,66,114
43,816,55,129
44,871,48,81
45,837,52,111
46,828,68,104
47,842,40,118
48,851,60,89
49,836,72,92
50,802,57,141
51,818,69,113
52,876,35,89
53,867,32,101
54,883,15,102
55,875,26,99
56,855,43,102
57,878,35,87
58,852,35,113
59,825,33,142
60,870,28,102
61,882,18,100
62,869,9,122
63,881,17,102
64,855,14,131
65,855,26,119
66,821,35,144
67,831,35,134
68,864,17,119
69,882,12,106
70,887,19,94
71,868,25,107
72,872,11,117
73,880,34,86
74,819,30,151
75,874,24,102
76,866,27,107
77,880,9,111
78,890,12,98
79,886,11,103
80,894,7,99
81,881,15,104
82,899,7,94
83,887,11,102
84,891,7,102
85,844,22,134
86,854,14,132
87,881,11,108
88,847,16,137
89,860,22,118
90,869,17,114
91,884,22,94
92,858,24,118
93,853,18,129
94,842,25,133
95,875,12,113
96,889,14,97
97,889,8,103
98,896,12,92
99,887,11,102
