,won,lost,draw
0,618,210,172
1,674,199,127
2,689,166,145
3,670,202,128
4,598,247,155
5,809,128,63
6,774,111,115
7,578,291,131
8,761,130,109
9,887,71,42
10,839,102,59
11,847,85,68
12,881,62,57
13,634,210,156
14,875,75,50
15,701,194,105
16,834,85,81
17,870,62,68
18,691,191,118
19,947,42,11
20,899,62,39
21,899,55,46
22,895,50,55
23,920,42,38
24,930,27,43
25,805,91,104
26,793,90,117
27,918,38,44
28,868,66,66
29,787,113,100
30,835,113,52
31,908,48,44
32,914,68,18
33,903,59,38
34,899,57,44
35,854,80,66
36,920,37,43
37,931,30,39
38,898,38,64
39,908,26,66
40,884,48,68
41,950,17,33
42,913,54,33
43,941,43,16
44,942,34,24
45,946,15,39
46,939,23,38
47,957,25,18
48,954,27,19
49,954,24,22
50,959,25,16
51,954,22,24
52,950,22,28
53,937,43,20
54,971,18,11
55,952,27,21
56,885,72,43
57,848,56,96
58,901,41,58
59,880,43,77
60,915,46,39
61,861,53,86
62,954,31,15
63,984,8,8
64,952,28,20
65,988,10,2
66,977,9,14
67,985,3,12
68,882,63,55
69,755,118,127
70,980,7,13
71,970,8,22
72,874,41,85
73,859,41,100
74,860,57,83
75,812,108,80
76,739,180,81
77,874,45,81
78,889,47,64
79,969,14,17
80,838,94,68
81,835,111,54
82,835,93,72
83,853,71,76
84,966,24,10
85,961,21,18
86,968,9,23
87,889,33,78
88,911,10,79
89,754,162,84
90,790,132,78
91,980,7,13
92,970,13,17
93,973,11,16
94,945,37,18
95,976,11,13
96,970,22,8
97,975,4,21
98,976,5,19
99,970,21,9
