,won,lost,draw
0,706,207,87
1,617,286,97
2,636,241,123
3,823,118,59
4,692,213,95
5,804,125,71
6,789,171,40
7,859,110,31
8,894,65,41
9,849,71,80
10,920,51,29
11,966,18,16
12,944,26,30
13,959,17,24
14,960,24,16
15,918,36,46
16,938,31,31
17,980,2,18
18,896,47,57
19,952,7,41
20,964,4,32
21,955,10,35
22,979,4,17
23,959,6,35
24,984,0,16
25,922,16,62
26,952,25,23
27,941,13,46
28,976,2,22
29,953,0,47
30,966,10,24
31,992,4,4
32,978,10,12
33,986,1,13
34,983,7,10
35,982,4,14
36,986,7,7
37,990,2,8
38,988,1,11
39,987,9,4
40,988,0,12
41,985,0,15
42,993,0,7
43,990,0,10
44,986,0,14
45,987,0,13
46,992,0,8
47,985,0,15
48,991,0,9
49,981,0,19
50,993,0,7
51,994,0,6
52,992,0,8
53,986,0,14
54,988,0,12
55,986,0,14
56,988,0,12
57,985,0,15
58,990,0,10
59,991,0,9
60,938,0,62
61,939,0,61
62,925,6,69
63,938,3,59
64,940,3,57
65,986,0,14
66,970,0,30
67,967,0,33
68,962,0,38
69,962,0,38
70,988,0,12
71,989,0,11
72,992,0,8
73,991,0,9
74,988,0,12
75,989,0,11
76,991,0,9
77,990,0,10
78,989,0,11
79,992,0,8
80,990,0,10
81,991,0,9
82,988,0,12
83,987,0,13
84,989,0,11
85,994,0,6
86,990,0,10
87,991,0,9
88,994,0,6
89,989,0,11
90,987,0,13
91,992,0,8
92,984,0,16
93,994,0,6
94,988,0,12
95,995,0,5
96,997,0,3
97,992,0,8
98,988,0,12
99,988,0,12
