,won,lost,draw
0,579,346,75
1,733,203,64
2,723,224,53
3,686,198,116
4,492,309,199
5,735,183,82
6,478,349,173
7,774,150,76
8,730,196,74
9,699,206,95
10,863,61,76
11,866,88,46
12,872,42,86
13,801,115,84
14,839,77,84
15,785,104,111
16,905,30,65
17,739,174,87
18,656,233,111
19,551,357,92
20,635,284,81
21,596,277,127
22,847,95,58
23,764,177,59
24,761,177,62
25,846,97,57
26,903,56,41
27,950,17,33
28,727,169,104
29,827,89,84
30,841,96,63
31,865,69,66
32,826,119,55
33,811,166,23
34,933,35,32
35,967,9,24
36,934,20,46
37,934,26,40
38,943,42,15
39,952,28,20
40,855,95,50
41,832,100,68
42,969,0,31
43,741,148,111
44,842,91,67
45,978,11,11
46,963,9,28
47,968,15,17
48,968,14,18
49,961,23,16
50,914,28,58
51,908,29,63
52,877,76,47
53,922,36,42
54,936,27,37
55,939,22,39
56,889,46,65
57,895,47,58
58,902,34,64
59,877,48,75
60,885,31,84
61,917,31,52
62,920,30,50
63,913,31,56
64,946,24,30
65,901,55,44
66,887,66,47
67,890,62,48
68,883,57,60
69,811,112,77
70,842,70,88
71,909,33,58
72,916,28,56
73,901,32,67
74,900,29,71
75,912,34,54
76,971,19,10
77,936,20,44
78,949,12,39
79,952,9,39
80,968,22,10
81,985,9,6
82,794,106,100
83,794,151,55
84,956,14,30
85,942,18,40
86,956,9,35
87,900,17,83
88,935,39,26
89,956,15,29
90,969,5,26
91,773,116,111
92,983,10,7
93,981,10,9
94,966,6,28
95,971,2,27
96,970,8,22
97,951,25,24
98,970,6,24
99,972,10,18
