,won,lost,draw
0,695,203,102
1,560,316,124
2,649,250,101
3,690,198,112
4,811,155,34
5,835,114,51
6,961,34,5
7,831,117,52
8,936,25,39
9,933,28,39
10,811,126,63
11,925,25,50
12,955,10,35
13,889,76,35
14,918,73,9
15,943,13,44
16,953,6,41
17,964,13,23
18,962,10,28
19,975,12,13
20,972,0,28
21,983,0,17
22,985,0,15
23,985,0,15
24,940,30,30
25,969,0,31
26,980,0,20
27,994,0,6
28,999,0,1
29,898,17,85
30,982,0,18
31,954,6,40
32,983,0,17
33,956,12,32
34,961,4,35
35,974,9,17
36,991,0,9
37,997,0,3
38,996,0,4
39,965,0,35
40,987,0,13
41,984,0,16
42,985,0,15
43,943,0,57
44,982,0,18
45,991,0,9
46,993,0,7
47,981,0,19
48,990,0,10
49,984,0,16
50,989,0,11
51,978,2,20
52,990,0,10
53,994,0,6
54,991,0,9
55,988,0,12
56,950,2,48
57,984,0,16
58,983,0,17
59,959,0,41
60,991,0,9
61,991,0,9
62,991,0,9
63,993,0,7
64,986,0,14
65,996,0,4
66,992,0,8
67,997,0,3
68,991,0,9
69,988,0,12
70,981,0,19
71,987,0,13
72,994,0,6
73,991,0,9
74,993,0,7
75,979,0,21
76,988,0,12
77,991,0,9
78,992,0,8
79,993,0,7
80,984,0,16
81,992,0,8
82,990,0,10
83,989,0,11
84,985,0,15
85,987,0,13
86,981,0,19
87,987,0,13
88,993,0,7
89,993,0,7
90,980,0,20
91,981,0,19
92,983,0,17
93,983,0,17
94,964,0,36
95,988,0,12
96,986,0,14
97,991,0,9
98,990,0,10
99,982,0,18
