,won,lost,draw
0,480,354,166
1,653,240,107
2,675,194,131
3,626,285,89
4,757,118,125
5,850,99,51
6,912,23,65
7,700,221,79
8,825,109,66
9,856,60,84
10,853,101,46
11,971,6,23
12,898,58,44
13,974,3,23
14,929,37,34
15,989,0,11
16,972,10,18
17,930,48,22
18,976,5,19
19,989,1,10
20,979,16,5
21,975,14,11
22,982,10,8
23,808,155,37
24,984,0,16
25,985,4,11
26,985,2,13
27,989,0,11
28,860,78,62
29,824,120,56
30,986,0,14
31,990,0,10
32,868,85,47
33,861,77,62
34,868,62,70
35,972,16,12
36,914,35,51
37,870,52,78
38,836,90,74
39,846,101,53
40,988,0,12
41,986,7,7
42,875,74,51
43,985,0,15
44,990,0,10
45,982,11,7
46,990,0,10
47,993,0,7
48,989,0,11
49,988,0,12
50,992,0,8
51,990,0,10
52,992,0,8
53,989,0,11
54,992,0,8
55,986,0,14
56,991,0,9
57,987,0,13
58,985,0,15
59,983,0,17
60,988,0,12
61,995,0,5
62,957,14,29
63,995,0,5
64,990,0,10
65,989,0,11
66,991,0,9
67,989,0,11
68,986,0,14
69,990,0,10
70,993,0,7
71,980,0,20
72,992,0,8
73,987,0,13
74,995,0,5
75,983,0,17
76,997,0,3
77,986,0,14
78,991,0,9
79,979,0,21
80,987,0,13
81,987,0,13
82,992,0,8
83,995,0,5
84,981,0,19
85,986,0,14
86,985,0,15
87,991,0,9
88,986,0,14
89,990,0,10
90,991,0,9
91,992,0,8
92,988,0,12
93,993,0,7
94,992,0,8
95,992,0,8
96,987,0,13
97,992,0,8
98,987,0,13
99,894,37,69
