,won,lost,draw
0,460,458,82
1,442,437,121
2,384,474,142
3,478,382,140
4,468,387,145
5,406,432,162
6,464,420,116
7,441,407,152
8,487,376,137
9,516,367,117
10,530,354,116
11,504,354,142
12,485,356,159
13,545,317,138
14,565,277,158
15,509,294,197
16,493,303,204
17,523,282,195
18,555,227,218
19,575,229,196
20,529,245,226
21,557,267,176
22,567,234,199
23,615,208,177
24,588,231,181
25,559,252,189
26,549,255,196
27,549,309,142
28,577,278,145
29,604,241,155
30,543,303,154
31,620,259,121
32,558,250,192
33,593,201,206
34,665,154,181
35,674,169,157
36,658,161,181
37,615,186,199
38,624,189,187
39,664,146,190
40,621,186,193
41,586,173,241
42,565,190,245
43,552,192,256
44,539,162,299
45,521,177,302
46,569,177,254
47,564,228,208
48,641,124,235
49,679,114,207
50,711,106,183
51,741,129,130
52,776,106,118
53,767,64,169
54,793,73,134
55,776,90,134
56,735,110,155
57,682,119,199
58,715,125,160
59,715,113,172
60,719,110,171
61,728,79,193
62,673,111,216
63,691,108,201
64,666,123,211
65,695,80,225
66,656,101,243
67,707,105,188
68,719,80,201
69,698,90,212
70,718,105,177
71,701,103,196
72,712,84,204
73,704,92,204
74,692,106,202
75,709,85,206
76,731,84,185
77,742,58,200
78,756,61,183
79,752,80,168
80,704,113,183
81,720,91,189
82,731,99,170
83,747,97,156
84,750,86,164
85,773,78,149
86,743,91,166
87,733,105,162
88,744,87,169
89,742,96,162
90,714,89,197
91,723,88,189
92,759,83,158
93,756,85,159
94,727,85,188
95,777,70,153
96,768,75,157
97,755,95,150
98,765,83,152
99,707,94,199
