,won,lost,draw
0,797,136,67
1,622,243,135
2,898,52,50
3,924,43,33
4,940,31,29
5,954,28,18
6,958,25,17
7,924,39,37
8,930,42,28
9,918,29,53
10,921,41,38
11,978,17,5
12,963,25,12
13,955,18,27
14,959,19,22
15,963,13,24
16,958,5,37
17,933,35,32
18,939,29,32
19,963,14,23
20,968,14,18
21,974,15,11
22,973,9,18
23,989,4,7
24,974,5,21
25,976,7,17
26,974,0,26
27,983,0,17
28,988,0,12
29,978,0,22
30,986,0,14
31,989,0,11
32,990,0,10
33,988,0,12
34,988,0,12
35,987,0,13
36,988,0,12
37,987,0,13
38,991,0,9
39,991,0,9
40,989,0,11
41,992,0,8
42,990,2,8
43,989,3,8
44,983,3,14
45,988,0,12
46,984,4,12
47,974,1,25
48,965,4,31
49,988,1,11
50,981,4,15
51,986,0,14
52,986,5,9
53,987,3,10
54,980,4,16
55,980,2,18
56,987,1,12
57,981,4,15
58,981,3,16
59,978,3,19
60,987,1,12
61,978,3,19
62,985,1,14
63,983,4,13
64,977,4,19
65,983,4,13
66,994,2,4
67,995,0,5
68,993,0,7
69,998,0,2
70,989,0,11
71,997,0,3
72,993,0,7
73,987,0,13
74,997,0,3
75,988,3,9
76,993,0,7
77,991,1,8
78,990,0,10
79,997,0,3
80,995,0,5
81,997,0,3
82,991,0,9
83,999,0,1
84,995,0,5
85,995,0,5
86,994,0,6
87,996,0,4
88,994,0,6
89,995,0,5
90,995,0,5
91,994,0,6
92,995,0,5
93,980,2,18
94,979,3,18
95,980,4,16
96,996,1,3
97,987,0,13
98,990,0,10
99,989,0,11
