,won,lost,draw
0,544,308,148
1,612,254,134
2,730,164,106
3,722,178,100
4,841,112,47
5,903,56,41
6,915,53,32
7,792,100,108
8,945,28,27
9,941,23,36
10,962,20,18
11,957,29,14
12,860,88,52
13,877,72,51
14,889,24,87
15,881,42,77
16,959,18,23
17,976,7,17
18,956,23,21
19,976,11,13
20,945,10,45
21,979,9,12
22,896,39,65
23,982,5,13
24,935,30,35
25,992,0,8
26,989,4,7
27,960,7,33
28,968,6,26
29,987,4,9
30,985,5,10
31,990,0,10
32,984,0,16
33,954,25,21
34,994,0,6
35,999,0,1
36,990,0,10
37,987,0,13
38,987,0,13
39,981,0,19
40,987,0,13
41,996,0,4
42,985,0,15
43,985,0,15
44,985,0,15
45,979,0,21
46,995,0,5
47,985,0,15
48,981,0,19
49,991,0,9
50,980,0,20
51,981,0,19
52,982,0,18
53,988,0,12
54,987,0,13
55,993,0,7
56,983,0,17
57,989,0,11
58,991,0,9
59,995,0,5
60,987,0,13
61,988,0,12
62,993,0,7
63,992,0,8
64,993,0,7
65,990,0,10
66,992,0,8
67,988,0,12
68,988,0,12
69,990,0,10
70,992,0,8
71,988,0,12
72,989,0,11
73,991,0,9
74,993,0,7
75,988,0,12
76,988,0,12
77,987,0,13
78,995,0,5
79,984,0,16
80,990,0,10
81,990,0,10
82,990,0,10
83,989,0,11
84,989,0,11
85,988,0,12
86,984,0,16
87,985,0,15
88,989,0,11
89,992,0,8
90,986,0,14
91,984,0,16
92,990,0,10
93,983,0,17
94,988,0,12
95,992,0,8
96,994,0,6
97,986,0,14
98,989,0,11
99,984,0,16
