,won,lost,draw
0,558,340,102
1,737,191,72
2,838,118,44
3,669,228,103
4,913,42,45
5,946,16,38
6,870,101,29
7,902,71,27
8,960,22,18
9,975,10,15
10,957,9,34
11,959,15,26
12,992,0,8
13,987,4,9
14,972,5,23
15,980,11,9
16,973,12,15
17,980,8,12
18,980,10,10
19,988,5,7
20,989,0,11
21,927,27,46
22,912,10,78
23,948,0,52
24,980,4,16
25,985,0,15
26,913,0,87
27,901,15,84
28,915,6,79
29,950,4,46
30,987,0,13
31,974,0,26
32,948,7,45
33,959,0,41
34,956,0,44
35,974,0,26
36,945,3,52
37,925,9,66
38,973,0,27
39,957,5,38
40,968,3,29
41,959,4,37
42,960,8,32
43,966,4,30
44,963,1,36
45,969,2,29
46,955,4,41
47,960,2,38
48,976,1,23
49,970,1,29
50,970,5,25
51,975,0,25
52,953,3,44
53,955,2,43
54,953,3,44
55,963,4,33
56,971,2,27
57,965,2,33
58,977,1,22
59,947,1,52
60,964,1,35
61,954,2,44
62,967,0,33
63,961,0,39
64,962,0,38
65,968,0,32
66,963,0,37
67,974,0,26
68,973,0,27
69,974,0,26
70,971,0,29
71,971,0,29
72,979,0,21
73,971,0,29
74,975,0,25
75,978,0,22
76,982,0,18
77,981,0,19
78,973,0,27
79,969,0,31
80,976,0,24
81,978,0,22
82,970,0,30
83,964,0,36
84,967,0,33
85,962,0,38
86,974,0,26
87,978,0,22
88,978,0,22
89,973,0,27
90,968,0,32
91,980,0,20
92,975,0,25
93,970,0,30
94,980,0,20
95,962,0,38
96,973,0,27
97,974,0,26
98,979,0,21
99,976,0,24
