,won,lost,draw
0,677,204,119
1,605,270,125
2,622,252,126
3,738,169,93
4,839,98,63
5,769,133,98
6,935,18,47
7,915,49,36
8,797,111,92
9,937,16,47
10,810,128,62
11,906,61,33
12,942,31,27
13,873,104,23
14,968,19,13
15,973,14,13
16,972,11,17
17,921,26,53
18,916,44,40
19,988,3,9
20,980,15,5
21,983,12,5
22,990,5,5
23,914,46,40
24,927,35,38
25,950,13,37
26,951,28,21
27,981,11,8
28,978,11,11
29,976,10,14
30,976,12,12
31,969,15,16
32,954,38,8
33,978,7,15
34,986,3,11
35,978,0,22
36,998,0,2
37,965,0,35
38,988,0,12
39,988,0,12
40,987,0,13
41,988,0,12
42,991,0,9
43,983,0,17
44,986,0,14
45,987,0,13
46,981,0,19
47,978,0,22
48,988,0,12
49,991,0,9
50,988,0,12
51,922,59,19
52,993,0,7
53,990,0,10
54,987,0,13
55,995,0,5
56,991,0,9
57,988,0,12
58,982,0,18
59,991,0,9
60,985,0,15
61,990,0,10
62,990,0,10
63,992,0,8
64,990,0,10
65,993,0,7
66,990,0,10
67,992,0,8
68,983,0,17
69,986,0,14
70,989,0,11
71,989,0,11
72,992,0,8
73,989,0,11
74,988,0,12
75,994,0,6
76,991,0,9
77,991,0,9
78,989,0,11
79,990,0,10
80,989,0,11
81,991,0,9
82,993,0,7
83,989,0,11
84,992,0,8
85,984,0,16
86,991,0,9
87,989,0,11
88,989,0,11
89,982,0,18
90,995,0,5
91,989,0,11
92,990,0,10
93,991,0,9
94,991,0,9
95,992,0,8
96,986,0,14
97,987,0,13
98,990,0,10
99,989,0,11
