,won,lost,draw
0,291,544,165
1,385,493,122
2,369,500,131
3,378,493,129
4,440,465,95
5,452,431,117
6,463,413,124
7,531,395,74
8,534,357,109
9,617,290,93
10,584,255,161
11,535,307,158
12,584,283,133
13,559,254,187
14,631,208,161
15,641,217,142
16,599,232,169
17,595,194,211
18,614,194,192
19,625,161,214
20,582,181,237
21,584,172,244
22,635,176,189
23,692,149,159
24,686,143,171
25,739,114,147
26,742,120,138
27,744,102,154
28,769,103,128
29,798,87,115
30,778,93,129
31,787,88,125
32,814,65,121
33,804,72,124
34,808,83,109
35,807,80,113
36,824,63,113
37,807,49,144
38,803,49,148
39,781,70,149
40,758,59,183
41,769,58,173
42,740,58,202
43,789,35,176
44,782,39,179
45,779,46,175
46,790,37,173
47,800,36,164
48,831,29,140
49,864,24,112
50,801,51,148
51,835,37,128
52,856,26,118
53,854,38,108
54,860,35,105
55,866,36,98
56,853,38,109
57,843,31,126
58,841,31,128
59,853,40,107
60,852,29,119
61,845,32,123
62,884,28,88
63,868,27,105
64,841,27,132
65,877,16,107
66,883,19,98
67,894,15,91
68,899,15,86
69,876,25,99
70,880,22,98
71,886,15,99
72,904,17,79
73,865,23,112
74,883,24,93
75,880,19,101
76,882,24,94
77,876,23,101
78,864,18,118
79,877,12,111
80,876,5,119
81,868,7,125
82,876,6,118
83,839,15,146
84,846,13,141
85,841,16,143
86,843,7,150
87,854,13,133
88,870,6,124
89,836,11,153
90,859,7,134
91,845,1,154
92,846,6,148
93,841,5,154
94,857,1,142
95,833,4,163
96,873,7,120
97,866,0,134
98,862,3,135
99,862,5,133
