,won,lost,draw
0,642,237,121
1,551,312,137
2,855,96,49
3,657,266,77
4,960,11,29
5,769,139,92
6,720,187,93
7,951,8,41
8,929,29,42
9,934,24,42
10,970,20,10
11,947,28,25
12,871,50,79
13,933,19,48
14,983,3,14
15,857,56,87
16,878,58,64
17,981,5,14
18,860,77,63
19,780,132,88
20,854,66,80
21,937,12,51
22,910,29,61
23,948,23,29
24,952,5,43
25,992,2,6
26,957,2,41
27,964,5,31
28,982,10,8
29,965,6,29
30,983,9,8
31,982,10,8
32,980,9,11
33,990,3,7
34,989,2,9
35,964,3,33
36,983,0,17
37,982,0,18
38,987,0,13
39,943,6,51
40,937,4,59
41,985,0,15
42,984,0,16
43,982,0,18
44,985,0,15
45,990,0,10
46,988,0,12
47,992,0,8
48,989,0,11
49,992,0,8
50,990,0,10
51,995,0,5
52,990,0,10
53,991,0,9
54,980,0,20
55,976,0,24
56,987,0,13
57,994,0,6
58,997,0,3
59,997,0,3
60,995,0,5
61,998,0,2
62,997,0,3
63,995,0,5
64,997,0,3
65,993,0,7
66,992,0,8
67,994,0,6
68,993,0,7
69,993,0,7
70,996,0,4
71,997,0,3
72,992,0,8
73,987,0,13
74,982,0,18
75,977,0,23
76,981,0,19
77,979,0,21
78,996,0,4
79,996,0,4
80,994,0,6
81,933,11,56
82,915,9,76
83,948,3,49
84,991,0,9
85,994,0,6
86,990,0,10
87,997,0,3
88,992,0,8
89,997,0,3
90,994,0,6
91,996,0,4
92,997,0,3
93,996,0,4
94,993,0,7
95,992,0,8
96,995,0,5
97,994,0,6
98,992,0,8
99,998,0,2
