,won,lost,draw
0,367,494,139
1,358,525,117
2,412,400,188
3,455,391,154
4,444,316,240
5,473,325,202
6,495,328,177
7,534,281,185
8,526,314,160
9,560,292,148
10,591,258,151
11,549,279,172
12,536,268,196
13,631,205,164
14,696,137,167
15,645,189,166
16,631,189,180
17,602,158,240
18,608,151,241
19,627,149,224
20,676,146,178
21,691,115,194
22,729,106,165
23,783,79,138
24,812,73,115
25,799,67,134
26,824,48,128
27,868,31,101
28,884,36,80
29,832,33,135
30,855,37,108
31,855,18,127
32,843,20,137
33,844,15,141
34,839,9,152
35,861,17,122
36,857,25,118
37,875,28,97
38,861,39,100
39,843,30,127
40,860,30,110
41,871,17,112
42,876,22,102
43,855,19,126
44,888,16,96
45,852,18,130
46,868,10,122
47,858,8,134
48,883,7,110
49,878,2,120
50,880,4,116
51,870,3,127
52,843,6,151
53,872,1,127
54,881,0,119
55,866,9,125
56,881,1,118
57,879,1,120
58,884,2,114
59,854,17,129
60,851,8,141
61,866,9,125
62,865,4,131
63,839,12,149
64,860,12,128
65,838,7,155
66,897,1,102
67,875,6,119
68,895,9,96
69,881,1,118
70,875,4,121
71,875,3,122
72,879,3,118
73,867,6,127
74,873,5,122
75,891,2,107
76,902,7,91
77,883,5,112
78,887,5,108
79,888,5,107
80,881,1,118
81,875,7,118
82,884,3,113
83,875,8,117
84,862,8,130
85,864,8,128
86,867,9,124
87,850,2,148
88,868,3,129
89,883,0,117
90,896,1,103
91,906,0,94
92,888,0,112
93,862,0,138
94,862,3,135
95,877,1,122
96,857,6,137
97,844,4,152
98,827,9,164
99,824,7,169
