,won,lost,draw
0,602,321,77
1,722,248,30
2,706,141,153
3,583,286,131
4,697,197,106
5,800,149,51
6,783,171,46
7,831,117,52
8,846,82,72
9,755,126,119
10,775,119,106
11,810,119,71
12,880,80,40
13,857,100,43
14,784,123,93
15,874,77,49
16,915,51,34
17,837,93,70
18,927,52,21
19,924,25,51
20,964,10,26
21,827,79,94
22,967,13,20
23,887,88,25
24,792,107,101
25,959,1,40
26,813,104,83
27,832,113,55
28,772,143,85
29,925,47,28
30,937,26,37
31,930,33,37
32,963,33,4
33,956,23,21
34,901,60,39
35,928,23,49
36,966,21,13
37,975,8,17
38,964,19,17
39,968,23,9
40,979,11,10
41,980,4,16
42,829,113,58
43,951,18,31
44,960,15,25
45,956,21,23
46,972,0,28
47,964,10,26
48,979,4,17
49,873,38,89
50,899,31,70
51,877,84,39
52,854,100,46
53,917,55,28
54,974,7,19
55,901,39,60
56,838,42,120
57,766,99,135
58,870,65,65
59,921,34,45
60,931,42,27
61,983,0,17
62,967,3,30
63,988,0,12
64,981,0,19
65,974,0,26
66,980,5,15
67,977,3,20
68,983,0,17
69,978,0,22
70,836,62,102
71,978,0,22
72,977,0,23
73,980,0,20
74,984,0,16
75,981,0,19
76,825,54,121
77,988,0,12
78,909,49,42
79,985,0,15
80,986,0,14
81,987,0,13
82,988,0,12
83,988,0,12
84,985,0,15
85,979,9,12
86,957,21,22
87,978,14,8
88,991,0,9
89,988,0,12
90,995,0,5
91,987,0,13
92,990,0,10
93,988,0,12
94,983,0,17
95,994,0,6
96,990,0,10
97,991,0,9
98,994,0,6
99,989,0,11
