,won,lost,draw
0,771,124,105
1,584,298,118
2,749,159,92
3,745,155,100
4,898,70,32
5,752,133,115
6,923,44,33
7,614,291,95
8,931,47,22
9,911,31,58
10,967,15,18
11,759,149,92
12,892,32,76
13,973,16,11
14,974,4,22
15,980,0,20
16,760,155,85
17,968,6,26
18,786,143,71
19,980,0,20
20,820,101,79
21,987,0,13
22,857,39,104
23,974,0,26
24,982,0,18
25,988,1,11
26,801,98,101
27,988,0,12
28,993,0,7
29,987,0,13
30,984,0,16
31,989,0,11
32,987,0,13
33,984,0,16
34,881,60,59
35,989,0,11
36,986,3,11
37,985,2,13
38,956,13,31
39,984,0,16
40,992,0,8
41,982,0,18
42,872,62,66
43,869,69,62
44,990,0,10
45,990,0,10
46,994,0,6
47,992,0,8
48,986,0,14
49,991,0,9
50,992,0,8
51,985,0,15
52,992,0,8
53,988,0,12
54,990,0,10
55,984,0,16
56,986,0,14
57,885,61,54
58,873,45,82
59,992,0,8
60,988,0,12
61,985,0,15
62,995,0,5
63,991,0,9
64,986,0,14
65,990,0,10
66,987,0,13
67,988,0,12
68,983,0,17
69,989,0,11
70,990,0,10
71,988,0,12
72,992,0,8
73,993,0,7
74,995,0,5
75,905,33,62
76,937,11,52
77,988,0,12
78,988,0,12
79,992,0,8
80,988,0,12
81,990,0,10
82,903,55,42
83,988,0,12
84,890,60,50
85,930,28,42
86,990,0,10
87,988,7,5
88,985,6,9
89,899,50,51
90,899,60,41
91,897,57,46
92,918,32,50
93,908,41,51
94,991,0,9
95,985,0,15
96,986,0,14
97,989,0,11
98,995,0,5
99,987,0,13
