,won,lost,draw
0,643,265,92
1,688,192,120
2,733,180,87
3,696,152,152
4,593,261,146
5,706,212,82
6,806,87,107
7,883,59,58
8,823,124,53
9,856,105,39
10,783,136,81
11,792,127,81
12,960,20,20
13,968,11,21
14,763,104,133
15,870,66,64
16,958,26,16
17,963,21,16
18,977,4,19
19,980,4,16
20,986,2,12
21,926,55,19
22,957,12,31
23,895,41,64
24,948,34,18
25,977,8,15
26,838,71,91
27,882,89,29
28,836,89,75
29,959,27,14
30,986,2,12
31,982,9,9
32,989,2,9
33,941,31,28
34,980,6,14
35,985,0,15
36,987,7,6
37,872,64,64
38,935,39,26
39,993,0,7
40,985,9,6
41,982,0,18
42,973,0,27
43,966,7,27
44,955,16,29
45,979,0,21
46,985,0,15
47,978,8,14
48,986,10,4
49,986,6,8
50,979,6,15
51,994,0,6
52,985,0,15
53,993,0,7
54,982,1,17
55,984,2,14
56,985,0,15
57,982,0,18
58,916,32,52
59,950,29,21
60,987,9,4
61,995,0,5
62,983,0,17
63,990,0,10
64,878,47,75
65,995,0,5
66,984,0,16
67,992,0,8
68,985,0,15
69,987,0,13
70,986,0,14
71,994,0,6
72,995,0,5
73,992,0,8
74,991,0,9
75,987,0,13
76,991,0,9
77,987,0,13
78,988,0,12
79,987,0,13
80,986,0,14
81,983,0,17
82,990,0,10
83,988,0,12
84,989,0,11
85,993,0,7
86,991,0,9
87,988,0,12
88,993,0,7
89,991,0,9
90,995,0,5
91,990,0,10
92,992,0,8
93,990,0,10
94,994,0,6
95,990,0,10
96,966,6,28
97,992,0,8
98,988,0,12
99,989,0,11
