,won,lost,draw
0,727,147,126
1,768,127,105
2,719,208,73
3,763,159,78
4,958,11,31
5,893,94,13
6,876,93,31
7,934,32,34
8,916,31,53
9,945,23,32
10,863,70,67
11,931,60,9
12,972,0,28
13,948,8,44
14,938,22,40
15,961,18,21
16,976,5,19
17,973,1,26
18,952,20,28
19,969,8,23
20,970,3,27
21,985,0,15
22,986,0,14
23,982,9,9
24,985,5,10
25,989,0,11
26,990,0,10
27,989,3,8
28,982,0,18
29,980,0,20
30,990,0,10
31,990,0,10
32,983,0,17
33,983,0,17
34,982,0,18
35,985,0,15
36,985,0,15
37,983,0,17
38,984,0,16
39,983,0,17
40,989,0,11
41,980,0,20
42,988,0,12
43,984,0,16
44,984,0,16
45,982,0,18
46,985,0,15
47,995,0,5
48,986,0,14
49,986,0,14
50,963,2,35
51,960,2,38
52,988,0,12
53,985,0,15
54,953,5,42
55,988,0,12
56,989,0,11
57,984,0,16
58,954,6,40
59,962,0,38
60,940,0,60
61,942,0,58
62,962,0,38
63,960,3,37
64,955,8,37
65,924,0,76
66,945,0,55
67,933,0,67
68,955,0,45
69,944,0,56
70,959,0,41
71,959,1,40
72,984,0,16
73,981,0,19
74,994,0,6
75,955,0,45
76,957,0,43
77,958,0,42
78,943,0,57
79,984,0,16
80,947,0,53
81,986,0,14
82,985,0,15
83,983,0,17
84,987,0,13
85,986,0,14
86,991,0,9
87,992,0,8
88,985,0,15
89,984,0,16
90,991,0,9
91,969,0,31
92,965,0,35
93,972,0,28
94,955,0,45
95,965,0,35
96,970,0,30
97,961,0,39
98,961,0,39
99,972,0,28
