,won,lost,draw
0,402,461,137
1,446,420,134
2,453,445,102
3,421,405,174
4,477,374,149
5,588,256,156
6,653,191,156
7,636,197,167
8,659,175,166
9,626,230,144
10,606,155,239
11,665,125,210
12,768,52,180
13,770,76,154
14,772,70,158
15,763,77,160
16,761,63,176
17,736,70,194
18,777,47,176
19,774,64,162
20,768,47,185
21,859,19,122
22,838,28,134
23,836,36,128
24,860,20,120
25,868,16,116
26,864,3,133
27,863,13,124
28,850,20,130
29,862,24,114
30,886,12,102
31,844,8,148
32,862,11,127
33,872,11,117
34,880,10,110
35,880,6,114
36,892,3,105
37,873,8,119
38,869,13,118
39,886,6,108
40,884,3,113
41,880,5,115
42,889,4,107
43,856,1,143
44,902,3,95
45,886,4,110
46,893,0,107
47,898,0,102
48,879,0,121
49,892,0,108
50,886,0,114
51,902,0,98
52,871,0,129
53,918,0,82
54,919,0,81
55,896,0,104
56,922,0,78
57,893,0,107
58,911,0,89
59,900,0,100
60,901,0,99
61,902,0,98
62,924,0,76
63,922,0,78
64,903,0,97
65,903,0,97
66,916,0,84
67,900,1,99
68,906,5,89
69,914,0,86
70,913,0,87
71,906,0,94
72,884,0,116
73,896,0,104
74,898,0,102
75,900,0,100
76,917,0,83
77,903,0,97
78,887,0,113
79,883,0,117
80,885,0,115
81,898,0,102
82,915,0,85
83,914,0,86
84,902,0,98
85,919,0,81
86,895,0,105
87,918,0,82
88,888,0,112
89,912,0,88
90,908,0,92
91,872,0,128
92,905,0,95
93,891,1,108
94,869,0,131
95,885,3,112
96,885,5,110
97,890,0,110
98,897,0,103
99,909,0,91
