,won,lost,draw
0,655,230,115
1,831,108,61
2,768,189,43
3,829,108,63
4,865,94,41
5,830,94,76
6,833,106,61
7,952,22,26
8,953,15,32
9,930,36,34
10,970,18,12
11,976,0,24
12,976,3,21
13,969,7,24
14,903,33,64
15,974,0,26
16,978,5,17
17,988,6,6
18,980,3,17
19,955,21,24
20,957,13,30
21,995,0,5
22,983,0,17
23,991,0,9
24,994,0,6
25,989,0,11
26,991,0,9
27,985,0,15
28,925,25,50
29,984,0,16
30,988,0,12
31,990,0,10
32,993,0,7
33,991,0,9
34,993,0,7
35,991,0,9
36,991,0,9
37,989,0,11
38,988,0,12
39,987,0,13
40,988,0,12
41,989,0,11
42,984,0,16
43,991,0,9
44,994,0,6
45,988,0,12
46,986,0,14
47,995,0,5
48,985,0,15
49,991,0,9
50,992,0,8
51,991,0,9
52,985,0,15
53,991,0,9
54,994,0,6
55,992,0,8
56,987,0,13
57,987,0,13
58,990,0,10
59,995,0,5
60,983,0,17
61,988,0,12
62,993,0,7
63,994,0,6
64,989,0,11
65,985,0,15
66,990,0,10
67,988,0,12
68,988,0,12
69,996,0,4
70,991,0,9
71,995,0,5
72,992,0,8
73,990,0,10
74,988,0,12
75,993,0,7
76,989,0,11
77,985,0,15
78,989,0,11
79,986,0,14
80,994,0,6
81,984,0,16
82,994,0,6
83,990,0,10
84,981,0,19
85,986,0,14
86,986,0,14
87,986,0,14
88,991,0,9
89,989,0,11
90,983,0,17
91,987,0,13
92,991,0,9
93,991,0,9
94,987,0,13
95,984,0,16
96,991,0,9
97,989,0,11
98,986,0,14
99,991,0,9
