,won,lost,draw
0,603,278,119
1,603,283,114
2,666,251,83
3,692,209,99
4,909,50,41
5,748,172,80
6,840,106,54
7,946,33,21
8,923,48,29
9,943,41,16
10,953,25,22
11,944,34,22
12,940,37,23
13,931,51,18
14,951,26,23
15,966,15,19
16,960,22,18
17,963,28,9
18,987,11,2
19,971,22,7
20,935,58,7
21,971,22,7
22,949,44,7
23,956,32,12
24,958,29,13
25,886,72,42
26,880,71,49
27,878,71,51
28,973,20,7
29,977,15,8
30,978,12,10
31,926,53,21
32,930,59,11
33,925,60,15
34,955,22,23
35,956,25,19
36,923,34,43
37,894,38,68
38,895,31,74
39,924,24,52
40,960,18,22
41,962,12,26
42,915,51,34
43,950,24,26
44,942,26,32
45,951,14,35
46,961,12,27
47,962,11,27
48,900,26,74
49,936,16,48
50,924,25,51
51,952,1,47
52,972,2,26
53,961,3,36
54,961,2,37
55,954,2,44
56,931,17,52
57,969,3,28
58,978,3,19
59,970,3,27
60,977,6,17
61,984,5,11
62,972,5,23
63,982,4,14
64,967,6,27
65,993,0,7
66,972,1,27
67,967,4,29
68,978,2,20
69,985,0,15
70,989,0,11
71,990,0,10
72,980,0,20
73,990,0,10
74,984,0,16
75,986,0,14
76,992,0,8
77,992,0,8
78,993,0,7
79,990,0,10
80,989,0,11
81,988,0,12
82,991,0,9
83,987,0,13
84,994,0,6
85,986,0,14
86,991,0,9
87,987,0,13
88,986,0,14
89,985,0,15
90,985,0,15
91,990,0,10
92,989,0,11
93,994,0,6
94,976,0,24
95,985,0,15
96,979,0,21
97,982,0,18
98,988,0,12
99,987,0,13
