,won,lost,draw
0,396,501,103
1,423,488,89
2,457,430,113
3,463,400,137
4,556,328,116
5,578,329,93
6,610,280,110
7,601,276,123
8,551,294,155
9,590,285,125
10,664,238,98
11,648,205,147
12,605,204,191
13,726,157,117
14,788,95,117
15,826,73,101
16,787,104,109
17,820,55,125
18,811,38,151
19,805,59,136
20,804,62,134
21,844,34,122
22,830,41,129
23,868,11,121
24,878,8,114
25,854,16,130
26,849,13,138
27,857,17,126
28,884,8,108
29,878,8,114
30,885,14,101
31,894,2,104
32,877,2,121
33,868,7,125
34,864,13,123
35,885,6,109
36,882,0,118
37,883,0,117
38,812,7,181
39,875,0,125
40,870,0,130
41,862,0,138
42,876,0,124
43,888,0,112
44,877,0,123
45,859,0,141
46,876,0,124
47,863,0,137
48,852,10,138
49,881,0,119
50,869,0,131
51,895,0,105
52,880,0,120
53,893,0,107
54,884,0,116
55,879,0,121
56,862,0,138
57,874,0,126
58,871,0,129
59,897,0,103
60,882,0,118
61,898,0,102
62,898,0,102
63,893,0,107
64,902,0,98
65,895,0,105
66,878,4,118
67,903,0,97
68,883,0,117
69,900,0,100
70,885,0,115
71,899,0,101
72,915,0,85
73,910,0,90
74,891,0,109
75,885,0,115
76,897,0,103
77,882,0,118
78,877,0,123
79,914,0,86
80,881,0,119
81,898,0,102
82,892,0,108
83,866,0,134
84,884,0,116
85,879,1,120
86,884,3,113
87,904,3,93
88,901,1,98
89,884,1,115
90,875,0,125
91,903,0,97
92,900,0,100
93,893,0,107
94,901,0,99
95,886,0,114
96,910,0,90
97,896,0,104
98,911,0,89
99,900,0,100
