,won,lost,draw
0,510,336,154
1,654,217,129
2,739,178,83
3,755,169,76
4,871,83,46
5,856,96,48
6,861,63,76
7,895,53,52
8,928,60,12
9,942,38,20
10,978,7,15
11,986,4,10
12,960,16,24
13,955,23,22
14,964,22,14
15,973,15,12
16,953,6,41
17,968,11,21
18,984,4,12
19,976,4,20
20,980,2,18
21,974,6,20
22,973,6,21
23,979,3,18
24,971,11,18
25,978,2,20
26,978,8,14
27,988,4,8
28,987,0,13
29,975,8,17
30,965,14,21
31,978,6,16
32,977,4,19
33,988,4,8
34,986,3,11
35,975,6,19
36,989,2,9
37,994,0,6
38,987,0,13
39,990,2,8
40,990,3,7
41,990,4,6
42,997,1,2
43,998,0,2
44,997,0,3
45,997,0,3
46,995,0,5
47,991,0,9
48,997,0,3
49,995,0,5
50,988,0,12
51,990,0,10
52,990,0,10
53,994,0,6
54,993,0,7
55,996,0,4
56,998,0,2
57,996,0,4
58,995,0,5
59,990,0,10
60,993,0,7
61,994,0,6
62,995,0,5
63,992,0,8
64,998,0,2
65,994,0,6
66,995,0,5
67,992,0,8
68,992,0,8
69,985,1,14
70,997,0,3
71,993,0,7
72,978,4,18
73,988,0,12
74,990,0,10
75,995,0,5
76,990,3,7
77,986,5,9
78,981,4,15
79,988,3,9
80,990,1,9
81,985,0,15
82,986,0,14
83,984,3,13
84,986,2,12
85,992,2,6
86,989,4,7
87,981,3,16
88,988,4,8
89,990,1,9
90,978,0,22
91,986,0,14
92,984,0,16
93,974,0,26
94,990,0,10
95,987,0,13
96,986,0,14
97,991,0,9
98,985,0,15
99,981,0,19
